genres,name,rating,ratingCount,imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
Drama Romance,Hirugao  ,6.0,8,http://www.imdb.com/title/tt6106802,861,7.0,18530,昼颜电影版,(尚未上映),,https://movie.douban.com/subject/26877106/,上户彩,"['斋藤工', '伊藤步', '平山浩行', '日本', 'hirugao.jp']"
Comedy,Yamikin Ushijima Kun the Final  ,6.5,24,http://www.imdb.com/title/tt5706294,2022,7.7,18638,暗金丑岛君：完结篇,(评价人数不足),,https://movie.douban.com/subject/26788944/,2016-10-22(日本),"['山田孝之', '绫野刚', '永山绚斗', '真飞圣', '间宫祥太朗']"
,Last Visa             ,7.6,5,http://www.imdb.com/title/tt5338152,2243,6.0,18801,最后一张签证,(尚未上映),,https://movie.douban.com/subject/26613382/,2017-01-02(中国大陆),"['王雷', '陈宝国', '赵擎', '张静静', '施京明']"
Comedy Drama,The Last Word  ,6.6,2322,http://www.imdb.com/title/tt5023260,842,7.5,18885,最后的话,(尚未上映),,https://movie.douban.com/subject/26638885/,2017-03-03(美国),"['阿曼达·塞弗里德', '托马斯·萨多斯基', '雪莉·麦克雷恩', '安·海切', '汤姆·艾弗"
Comedy Drama,You Wan Mei Wan  ,5.0,24,http://www.imdb.com/title/tt6857280,9370,5.4,19034,有完没完,(尚未上映),,https://movie.douban.com/subject/26828019/,2017-04-01(中国大陆),"['范伟', '贾静雯', '刘俊昊', '隋凯', '宋阳']"
Documentary War,The Korean War: Fire and Ice             ,7.3,23,http://www.imdb.com/title/tt0233071,29,7.8,19099,朝鲜战争：冰与火之歌,(评价人数不足),,https://movie.douban.com/subject/25880205/,雷蒙德·G.戴维斯,"['周恩来', '安德烈·葛罗米柯', '爱德华·赫曼', 'Bevin Alexander', '"
Drama Fantasy Horror,Tenemos la carne  ,4.8,994,http://www.imdb.com/title/tt4682708,273,4.7,19195,末世肉体,(评价人数不足),,https://movie.douban.com/subject/26698862/,2016-05-16(戛纳影展),"['2016-07-22(加拿大奇幻影展)', '2016-10-06(德国)', '加维诺·罗德里"
Action Sci-Fi,Android Cop  ,3.1,1376,http://www.imdb.com/title/tt3393070,39,3.7,19334,机器人战警,(评价人数不足),,https://movie.douban.com/subject/25821501/,2014-02-04 00:00:00,"['迈克尔·加·怀特', '卡丹·哈迪森', '兰迪·韦恩', '美国', '马克·阿特金斯']"
Sci-Fi,Dr0ne             ,7.2,62,http://www.imdb.com/title/tt2380850,31,6.6,19438,杀戮机器人,(评价人数不足),,https://movie.douban.com/subject/26914284/,2012-08-30 00:00:00,"['Lance Reddick', 'Kenneth Choi', 'Eli Presser', '"
Adventure Drama Fantasy,Dragonstone             ,8.8,18545,http://www.imdb.com/title/tt5654088,17148,9.8,19507,权力的游戏第七季,(尚未上映),,https://movie.douban.com/subject/26235354/,2017-06-25(美国),"['苏菲·特纳', '麦茜·威廉姆斯', '伊萨克·亨普斯特德-怀特', '艾米莉亚·克拉克', '"
Thriller,Come and Find Me  ,5.7,4887,http://www.imdb.com/title/tt2597768,272,5.4,19567,来找我,(评价人数不足),,https://movie.douban.com/subject/26474033/,2016-11-11 (美国),"['Aaron Paul', '美国', 'Zack Whedon', '1小时52分钟', '来找"
Adventure Horror,Sacrifice!  ,5.5,1567,http://www.imdb.com/title/tt0069956,41,5.8,19579,来自深河的男人,(评价人数不足),,https://movie.douban.com/subject/2213610/,1972-08-08 00:00:00,"['Ivan Rassimov', 'Me Me Lai', 'Pratitsak Singhara"
Documentary Biography,Jackson Pollock: Love and Death on Long Island  ,6.8,83,http://www.imdb.com/title/tt0285237,30,8.3,19627,杰克逊·波洛克：在长岛的爱与死,(评价人数不足),,https://movie.douban.com/subject/3123569/,Jackson Pollock,"['Lee Krasner', 'Ruth Kligman', '英国', 'Teresa Grif"
Drama History Western,Geronimo: An American Legend  ,6.5,7094,http://www.imdb.com/title/tt0107004,40,7.5,19637,杰罗尼莫-印第安之鹰,(评价人数不足),,https://movie.douban.com/subject/1292787/,1993-12-10 00:00:00,"['Wes Studi', 'Matt Damon', 'Jason Patric', '美国', "
Action Mystery Thriller,Atomic Blonde  ,7.3,1497,http://www.imdb.com/title/tt2406566,113,8.4,19690,极寒之城,(尚未上映),,https://movie.douban.com/subject/26386034/,2017-07-28(美国),"['查理兹·塞隆', '詹姆斯·麦卡沃伊', '约翰·古德曼', '索菲亚·波多拉', '托比·琼斯"
Action Adventure Thriller,xXx: Return of Xander Cage  ,5.2,53660,http://www.imdb.com/title/tt1293847,68886,5.7,19745,极限特工：终极回归,(尚未上映),,https://movie.douban.com/subject/3230115/,2017-01-20(美国),"['2017-02(中国大陆)', '范·迪塞尔', '鲁比·罗丝', '塞缪尔·杰克逊', '妮娜"
Comedy,Graves             ,6.4,548,http://www.imdb.com/title/tt4866982,34,6.6,19935,格拉夫斯,(评价人数不足),,https://movie.douban.com/subject/26617535/,2016-10-16(美国),"['尼克·诺特', '海伦娜·约克', '斯盖拉·阿斯丁', '考莉·赫尔南德斯', '埃涅·赫德森"
Drama Fantasy Horror,Fugitive             ,8.8,524,http://www.imdb.com/title/tt5612798,1304,8.1,19952,格林第六季,(尚未上映),,https://movie.douban.com/subject/26766166/,2017-01-06(美国),"['大卫·君图力', '比茜·图诺克', '塞拉斯·威尔·米切尔', '萨沙·罗伊茨', '雷吉·李"
Documentary,Gleason  ,8.4,1537,http://www.imdb.com/title/tt4632316,41,8.2,19962,格里森,(评价人数不足),,https://movie.douban.com/subject/26677776/,2016-07-29(美国),"['Steve Gleason', 'Mike Gleason', 'Scott Fujita', "
Comedy History,Il marchese del Grillo  ,7.8,2302,http://www.imdb.com/title/tt0082714,161,7.4,19963,格里罗侯爵,(评价人数不足),,https://movie.douban.com/subject/1296385/,1981-12-22 00:00:00,"['阿尔伯托·索迪', 'Caroline Berg', 'Andrea Bevilacqua', "
Comedy,Journey To Greenland  ,6.5,552,http://www.imdb.com/title/tt4641248,105,7.4,19965,格陵兰之旅,(评价人数不足),,https://movie.douban.com/subject/26616707/,2016-05-15(戛纳电影节),"['2016-11-30(法国)', 'Thomas Blanchard', 'François C"
Animation Adventure,Meari to majo no hana  ,6.5,62,http://www.imdb.com/title/tt6336356,86,6.7,20035,梅莉和魔女的花,(尚未上映),,https://movie.douban.com/subject/26935777/,2017-07(日本),"['日本', 'maryflower.jp', '米林宏昌', '梅莉和魔女的花', '动画']"
Documentary Sport,The Dream Team  ,8.4,368,http://www.imdb.com/title/tt2292576,37,8.8,20048,梦之队,(评价人数不足),,https://movie.douban.com/subject/26667864/,2012-06-13(美国),"['查尔斯·巴克利', '拉里·伯德', '迈克尔·乔丹', '魔术师约翰逊', '克莱德·德雷克斯"
Drama,The Dream Children  ,5.2,169,http://www.imdb.com/title/tt3356682,839,5.4,20053,梦寐之子,(评价人数不足),,https://movie.douban.com/subject/25860876/,2015-04-30(迈阿密同志电影节),"['Graeme Squires', 'Nicholas Gunn', 'Jessikah Brow"
Animation Short,Yokohama kaidashi kikô vol. 2  ,7.4,46,http://www.imdb.com/title/tt1160948,44,8.5,20197,横滨购物纪行2,(评价人数不足),,https://movie.douban.com/subject/26102342/,1998-12-02(日本),"['椎名碧流', 'Akio Suyama', '寺岛干夫', 'Ikuko Sugita', '日"
Animation Short,Yokohama kaidashi kikô: Quiet Country Cafe #1  ,7.6,54,http://www.imdb.com/title/tt1160949,39,7.9,20198,横滨购物纪行QuietCountryCafe#1,(评价人数不足),,https://movie.douban.com/subject/26102341/,2002-12-18(日本),"['椎名碧流', 'Akiko Nakagawa', '饭塚昭三', '丰永利行', '长泽美树']"
Animation Drama Romance,Orange: Mirai  ,6.5,33,http://www.imdb.com/title/tt6096128,78,5.9,20242,橘色奇迹-未来-,(评价人数不足),,https://movie.douban.com/subject/26884416/,2016-11-18 00:00:00,"['花泽香菜', '山下诚一郎', '古川慎', '高森奈津美', '衣川里佳']"
Comedy Family,Fuller House             ,7.1,16222,http://www.imdb.com/title/tt3986586,31,7.5,20267,欢乐再满屋第一季,(评价人数不足),,https://movie.douban.com/subject/25978127/,2016-02-26(美国),"['朱迪·斯维汀', '坎达丝·卡梅隆·玻儿', '约翰·斯塔莫斯', '安德烈·巴伯', '鲍勃·"
Comedy Family,Huan Le Xi Ju Ren  ,5.4,36,http://www.imdb.com/title/tt6421362,10507,2.5,20275,欢乐喜剧人,(尚未上映),,https://movie.douban.com/subject/26850326/,2017-01-28(中国大陆),"['郭德纲', '岳云鹏', '罗温·艾金森', '艾伦', '张小斐']"
Comedy Drama,Willkommen bei den Hartmanns  ,6.4,1557,http://www.imdb.com/title/tt5500148,168,7.2,20304,欢迎光临哈特曼一家,(评价人数不足),,https://movie.douban.com/subject/26905809/,2016-11-03 (德国),"['森塔·伯格', 'Heiner Lauterbach', 'Palina Rojinski', "
Biography Comedy Drama,Bienvenue à Marly-Gomont  ,7.1,3024,http://www.imdb.com/title/tt5555502,63,7.2,20316,欢迎来到马尔利戈蒙,(评价人数不足),,https://movie.douban.com/subject/26815265/,2016-06-08(法国),"['马克·泽戈', 'Aïssa Maïga', 'Kamini Zantoko', 'Médina"
Animation Action Adventure,Justice League Action             ,7.9,631,http://www.imdb.com/title/tt5419200,60,8.1,20411,正义联盟行动,(评价人数不足),,https://movie.douban.com/subject/26722602/,2016-11-27(英国),"['2016-12-16(美国)', '凯文·康瑞', '马克·哈米尔', '詹姆斯·伍兹', '戴"
Documentary,Good Copy Bad Copy  ,7.1,154,http://www.imdb.com/title/tt1782451,39,7.7,20429,正版，盗版,(评价人数不足),,https://movie.douban.com/subject/2357294/,Danger Mouse,"['Lawrence Lessig', '丹麦', 'www.goodcopybadcopy.net"
Action Adventure Crime,Force 2  ,6.3,3219,http://www.imdb.com/title/tt5156746,175,5.6,20459,武力2,(评价人数不足),,https://movie.douban.com/subject/26830275/,2016-11-17(印度),"['约翰·亚伯拉罕', '索娜什·辛哈 ', 'Tahir Raj Bhasin', '阿迪勒·侯赛"
Horror,A Fucking Cruel Nightmare  ,2.6,33,http://www.imdb.com/title/tt3063586,35,6.7,20662,残酷噩梦,(评价人数不足),,https://movie.douban.com/subject/24736501/,Christian Nowak,"['Sebastian Zeglarski', 'Raul Maximilian von Preus"
Drama Thriller,The Level             ,6.8,815,http://www.imdb.com/title/tt5810626,48,7.0,20844,水平线,(评价人数不足),,https://movie.douban.com/subject/26884916/,2016-09-30 00:00:00,"['Lindsey Coulson', '菲利普·格伦尼斯特', '罗伯·詹姆斯-克里尔', '诺埃"
Animation Action Fantasy,Crystania no densetsu  ,6.2,78,http://www.imdb.com/title/tt0237400,35,5.8,20857,水晶国传说初次旅行的冒险者们,(评价人数不足),,https://movie.douban.com/subject/5347153/,1995-07-29(日本),"['绿川光', '弥生みつき', '玉川纱己子', '小林清志', '关俊彦']"
Drama Thriller,Never Let Go  ,5.3,345,http://www.imdb.com/title/tt3833474,86,6.5,20897,永不放弃,(评价人数不足),,https://movie.douban.com/subject/26425530/,2015-07-18(韩国),"['2016-05-08(西班牙)', '2015-08-28(英国)', 'Angela Dixo"
Drama Thriller,Always Shine  ,5.7,2445,http://www.imdb.com/title/tt4392770,64,5.2,20955,永远闪耀,(评价人数不足),,https://movie.douban.com/subject/26635370/,麦肯兹·戴维斯,"['凯特琳·菲茨杰拉德', 'Khan Baykal', '简·亚当斯', '亚历山大·柯克', '"
Drama War,Sand Castle  ,6.3,7566,http://www.imdb.com/title/tt2582576,2228,6.5,21102,沙堡,(评价人数不足),,https://movie.douban.com/subject/25884712/,尼古拉斯·霍尔特,"['亨利·卡维尔', '格伦·鲍威尔', '罗根·马歇尔-格林', '博·纳普', '汤米·弗拉纳根"
Crime Drama,Jukgeona hokeun nabbeugeona  ,6.9,325,http://www.imdb.com/title/tt0267622,1030,6.8,21143,没好死,(评价人数不足),,https://movie.douban.com/subject/1304760/,2000-07-15(韩国),"['金洙宪 Su-hyeon Kim', '柳昇完', '郑在咏', '柳昇范', '林元熙']"
Crime Drama Mystery,Terrorized             ,8.0,208,http://www.imdb.com/title/tt5734502,89,8.6,21253,法律与秩序：特殊受害者第十八季,(评价人数不足),,https://movie.douban.com/subject/26721466/,2016-09-21(美国),"['玛莉丝卡·哈吉塔', '凯莉·吉蒂什', '艾斯-T', '彼得·斯卡纳维诺', '劳尔·埃斯帕"
Drama History Romance,Episode #3.1             ,8.7,71,http://www.imdb.com/title/tt5863364,63,8.6,21295,波尔达克第三季,(尚未上映),,https://movie.douban.com/subject/26880929/,2017-12,"['艾丹·特纳', '埃莉诺·汤姆林森', '英国', '美国', 'Joss Agnew']"
Comedy Drama,Tu seras un homme  ,7.3,75,http://www.imdb.com/title/tt2914386,35,7.4,21324,注定孤单,(评价人数不足),,https://movie.douban.com/subject/25933929/,2013-05-13 00:00:00,"['Aurelio Cohen', 'Jules Sagot', 'Eleonore Pourria"
Drama,Tsugaru jongarabushi  ,7.5,28,http://www.imdb.com/title/tt0070839,31,8.2,21407,津轻民谣,(评价人数不足),,https://movie.douban.com/subject/2067894/,1973-12-20 00:00:00,"['江波杏子', '織田あきら', '中川三穂子', '寺田農', '戸田春子']"
Documentary Short,Cancer Fund Film Notables Attend Glittering Benefits  ,1.3,52,http://www.imdb.com/title/tt0340037,178,8.0,21423,活击刀剑乱舞,(尚未上映),,https://movie.douban.com/subject/26758164/,2017-07,"['滨健人', '木村良平', '榎木淳弥', '日本', 'touken-anime.com']"
Comedy,Paris pieds nus  ,6.5,442,http://www.imdb.com/title/tt2936884,1684,7.4,21481,流浪巴黎,(评价人数不足),,https://movie.douban.com/subject/26457368/,2016-09-02(特柳赖德影展),"['2017-03-08(法国)', '埃玛妞·丽娃', '皮埃尔·里夏尔', '菲奥娜·戈登', "
Biography Drama History,Admiral Ushakov  ,7.1,121,http://www.imdb.com/title/tt0045473,34,7.6,21616,海军上将乌沙科夫,(评价人数不足),,https://movie.douban.com/subject/1946261/,1953-04-23 00:00:00,"['Ivan Pereverzev', 'Boris Livanov', '谢尔盖·邦达尔丘克', "
Action Comedy Drama,Baywatch  ,5.8,23940,http://www.imdb.com/title/tt1469304,465,6.1,21683,海滩游侠,(尚未上映),,https://movie.douban.com/subject/3837666/,2017-05-26(美国),"['道恩·强森', '扎克·埃夫隆', '亚历珊德拉·达达里奥', '佩丽冉卡·曹帕拉', '大卫·"
Action Drama History,Six             ,7.3,4667,http://www.imdb.com/title/tt5541338,1643,7.2,21725,海豹六队第一季,(尚未上映),,https://movie.douban.com/subject/26703458/,2017-01-18(美国),"['巴里·斯隆', '凯尔·施密德', '胡安帕布鲁拉巴', '艾德文·霍德吉', '布莱安娜·戴维"
Documentary,Michael Moore in TrumpLand  ,6.0,2684,http://www.imdb.com/title/tt6163356,33,6.1,21829,深入床破之地,(评价人数不足),,https://movie.douban.com/subject/26897553/,2016-10-18(美国),"['迈克尔·摩尔', '美国', '迈克尔·摩尔', '73分钟', '深入床破之地']"
Animation Mystery Sci-Fi,Chaos;Child             ,7.4,14,http://www.imdb.com/title/tt6813314,350,5.7,21906,混沌之子,(尚未上映),,https://movie.douban.com/subject/26355357/,2017-01-11 00:00:00,"['松冈祯丞', '上坂堇', '布里德卡特·塞拉·惠美', '三森铃子', '仲谷明香']"
Sci-Fi Thriller,Loosideu deurim  ,6.1,867,http://www.imdb.com/title/tt6830780,599,5.7,21935,清醒梦,(尚未上映),,https://movie.douban.com/subject/26253644/,2017-01-04(韩国),"['薛耿求', '高修', '姜惠贞', '朴有天', '朴仁焕']"
Music,The Rolling Stones Havana Moon  ,7.9,220,http://www.imdb.com/title/tt5929796,91,8.3,22056,滚石乐队2016年古巴演唱会,(评价人数不足),,https://movie.douban.com/subject/26909596/,2016-09-23(阿根廷),"['米克·贾格尔', '凯斯·理查德兹', 'Charlie Watts', 'Ronnie Woo"
Action Drama History,Panfilov's 28  ,7.0,2515,http://www.imdb.com/title/tt5207204,2318,7.1,22138,潘菲洛夫28勇士,(评价人数不足),,https://movie.douban.com/subject/26381255/,2016-11-24 00:00:00,"['Aleksandr Ustyugov', 'Vitaliy Kovalenko', 'Aleks"
Short Comedy,Ham Sandwich  ,7.2,51,http://www.imdb.com/title/tt2043875,68,6.5,22341,火腿三明治,(评价人数不足),,https://movie.douban.com/subject/26757898/,2011-04,"['布兰登·哈代斯蒂', 'Irwin Keyes', '约翰·恩尼斯', '布莱安娜·戴维斯', "
Horror Thriller,Greystone Park  ,3.2,1430,http://www.imdb.com/title/tt1588886,31,4.2,22400,灰石公园,(评价人数不足),,https://movie.douban.com/subject/5157350/,2012-10-16(美国),"['奥利佛·斯通', 'Alexander Wraith', '西恩·斯通', 'Pete Anti"
Action,High & Low: The Movie  ,6.3,100,http://www.imdb.com/title/tt5659172,1479,5.6,22608,热血街区电影版,(评价人数不足),,https://movie.douban.com/subject/26589497/,2016-07-16(日本),"['AKIRA', '青柳翔', '高谷裕之', '岡見勇信', '井浦新']"
Drama,High & Low the Red Rain  ,7.1,30,http://www.imdb.com/title/tt5923040,336,5.6,22609,热血街区电影版2：红雨,(评价人数不足),,https://movie.douban.com/subject/26837948/,2016-10-08(日本),"['TAKAHIRO', '登坂広臣', '斎藤工', '吉本実憂', '岩田剛典']"
Comedy Horror Mystery,Tales of Terror  ,6.9,4876,http://www.imdb.com/title/tt0056552,71,6.3,22807,爱伦坡怪谈,(评价人数不足),,https://movie.douban.com/subject/2258674/,1962-07-04 00:00:00,"['文森特·普莱斯', '美国', 'Roger Corman', '89 分钟', '爱伦坡怪谈'"
Comedy Drama Romance,No Tomorrow             ,7.3,3614,http://www.imdb.com/title/tt5595688,47,6.8,22839,爱在今天,(评价人数不足),,https://movie.douban.com/subject/26677282/,2016-10-04(美国),"['约书亚·萨斯', '托莉·安德森', '艾米·皮特兹', '莎拉尤·拉奧', '凯莉·斯泰堡丝'"
Comedy Romance,Love Love You  ,7.5,151,http://www.imdb.com/title/tt4941596,153,6.3,23126,爱，爱你,(评价人数不足),,https://movie.douban.com/subject/26393443/,2015-08,"['Suttinut Uengtrakul', 'Norrapat Sakulsong', '泰国'"
Animation,Garo: Divine Flame  ,7.3,36,http://www.imdb.com/title/tt5271582,65,7.8,23186,牙狼〈GARO〉-DIVINEFLAME-,(评价人数不足),,https://movie.douban.com/subject/26672537/,2016-05-21(日本),"['浪川大輔', '野村勝人', '朴ろ美', '堀内賢雄', '日本']"
Documentary,Pays de cocagne  ,6.0,196,http://www.imdb.com/title/tt0258013,36,6.6,23200,牛奶和蜂蜜的土地,(评价人数不足),,https://movie.douban.com/subject/4901927/,法国,"['皮埃尔·埃泰', '80 分钟', '牛奶和蜂蜜的土地', '纪录片', '法语']"
Drama,The Beguiled  ,7.0,5294,http://www.imdb.com/title/tt5592248,438,6.3,23214,牡丹花下,(尚未上映),,https://movie.douban.com/subject/26761325/,2017-06-23(美国点映),"['克斯汀·邓斯特', '艾丽·范宁', '科林·法瑞尔', '妮可·基德曼', '美国']"
Drama Romance,Chu Qiao zhuan             ,8.4,48,http://www.imdb.com/title/tt6978870,43179,5.5,23266,特工皇妃楚乔传,(尚未上映),,https://movie.douban.com/subject/26363186/,2017-08(中国大陆),"['赵丽颖', '林更新', '窦骁', '李沁', '牛骏峰']"
Action Thriller,Gethu  ,3.7,286,http://www.imdb.com/title/tt5332522,33,5.1,23500,狙击目标,(评价人数不足),,https://movie.douban.com/subject/26764952/,2016-01-14 00:00:00,"['乌代雅尼蒂·斯大林', '艾米·杰克逊', 'Sathyaraj', 'Vikranth', '"
Drama,V-focus             ,3.2,5,http://www.imdb.com/title/tt6289576,55,7.6,23515,独家保镖,(评价人数不足),,https://movie.douban.com/subject/26882334/,2016-10-26 (台湾),"['谢佳见', '黄薇渟', '洪小铃', '孙沁岳', '台湾']"
Fantasy Adventure,Voyage of the Unicorn  ,6.6,1318,http://www.imdb.com/title/tt0249326,38,8.0,23545,独角兽奇航：恶灵魔兽之役,(评价人数不足),,https://movie.douban.com/subject/1418935/,2001-03-02 00:00:00,"['博·布里奇斯beau bridges', '杰伊·布兰泽jay brazeau', '仙黛儿·康"
Horror Thriller,Wolves at the Door  ,4.7,782,http://www.imdb.com/title/tt4670016,52,4.8,23580,狼在门外,(尚未上映),,https://movie.douban.com/subject/26392517/,Katie Cassidy,"['Elizabeth Henstridge', 'Adam Campbell', 'Miles F"
Action Horror,Lurking Fear  ,4.6,945,http://www.imdb.com/title/tt0110410,37,5.9,23653,猛鬼吓人,(评价人数不足),,https://movie.douban.com/subject/1300731/,1994-07-27 00:00:00,"['Jeffrey Combs', '美国', 'C. Courtney Joyner', '76 "
Comedy Horror,Haunting in Japan  ,5.5,32,http://www.imdb.com/title/tt5850160,138,3.6,23663,猛鬼旅社,(评价人数不足),,https://movie.douban.com/subject/26896904/,2016-07-07(泰国),"['高•素帕莎•他那差', 'Chaleumpol Tikumpornteerawong', '查理"
Drama,T2 Trainspotting  ,7.4,54107,http://www.imdb.com/title/tt2763304,28244,8.1,23687,猜火车2,(尚未上映),,https://movie.douban.com/subject/22263645/,2017-01-27(英国),"['2017-03-03(美国)', '伊万·麦克格雷格', '约翰尼·李·米勒', '艾文·布莱纳"
Action Adventure Drama,War for the Planet of the Apes  ,8.0,33404,http://www.imdb.com/title/tt3450958,1827,7.5,23694,猩球崛起3：终极之战,(尚未上映),,https://movie.douban.com/subject/25808075/,2017-07-14(美国),"['安迪·瑟金斯', '伍迪·哈里森', '朱迪·格雷尔', '史蒂夫·茨恩', '阿莱克斯·潘诺维"
Documentary,Wild Side of Cats  ,7.6,5,http://www.imdb.com/title/tt3503264,33,8.5,23741,猫咪的狂野一面,(评价人数不足),,https://movie.douban.com/subject/26771010/,2014-03-01 00:00:00,"['美国', '45分钟', '猫咪的狂野一面', '纪录片', '英语']"
Drama,Kimi ni sasageru Emblem  ,6.5,13,http://www.imdb.com/title/tt6210998,2069,7.3,23783,献给你的勋章,(尚未上映),,https://movie.douban.com/subject/26870761/,2017-01-03 00:00:00,"['樱井翔', '长泽雅美', '市原隼人', '倍赏美津子', '香川照之']"
Action Adventure Drama,Okja  ,7.5,28472,http://www.imdb.com/title/tt3967856,11672,6.6,23807,玉子,(尚未上映),,https://movie.douban.com/subject/26365236/,蒂尔达·斯文顿,"['杰克·吉伦哈尔', '莉莉·柯林斯', '保罗·达诺', '凯莉·麦克唐纳', '吉安卡罗·埃斯"
Crime Drama,Deoking  ,7.0,447,http://www.imdb.com/title/tt5644740,15004,7.4,23879,王者,(尚未上映),,https://movie.douban.com/subject/26410593/,2017-01-18(韩国),"['赵寅成', '郑雨盛', '李周妍', '裴晟祐', '柳俊烈']"
Adventure Horror,Beyond the Gates  ,5.2,2767,http://www.imdb.com/title/tt4687358,62,4.6,23962,玩进鬼门关,(评价人数不足),,https://movie.douban.com/subject/26815323/,2016-06-02(洛杉矶电影节),"['莎拉·玛卢库·莱恩', '布瑞亚·格兰特', '巴巴拉·克兰普顿', '蔡斯·威廉逊', 'Ju"
Documentary History War,The Wars of the Roses             ,6.7,9,http://www.imdb.com/title/tt0423768,63,8.8,23969,玫瑰战争：血色王冠,(评价人数不足),,https://movie.douban.com/subject/26362434/,格拉汉姆·麦克泰维什,"['Robert Whelan', '英国', 'Harry Fowler', '玫瑰战争：血色王冠"
Thriller,Idealisten  ,7.0,910,http://www.imdb.com/title/tt3170900,41,7.5,24068,理想主义者,(评价人数不足),,https://movie.douban.com/subject/25748372/,2016-04(北京电影节),"['2015-04-09(丹麦)', '皮特·泼拉格伯格', '索伦·莫灵', '托玛斯·博·拉森'"
Animation Action Adventure,Resident Evil: Vendetta  ,6.3,4092,http://www.imdb.com/title/tt5776208,6244,6.4,24210,生化危机：复仇,(尚未上映),,https://movie.douban.com/subject/26876342/,2017-05-27(日本),"['马修·默瑟', '日本', '辻本贵则', '生化危机：复仇', '动作']"
Comedy,Sabaibaru famirî  ,7.0,73,http://www.imdb.com/title/tt5890000,341,8.3,24266,生存家族,(尚未上映),,https://movie.douban.com/subject/26815162/,小日向文世,"['深津绘里', '泉泽祐希', '葵若菜', '时任三郎', '藤原纪香']"
Drama,Tokyo Train Girls 2: Supervixen  ,5.8,25,http://www.imdb.com/title/tt2345178,76,4.3,24456,电车魔女2,(评价人数不足),,https://movie.douban.com/subject/26715798/,2008-12-26(日本),"['霞理沙', 'Minori Majokoro', 'Rei Misaki', 'Kyôsuke "
Documentary Biography,Dancer  ,7.9,1118,http://www.imdb.com/title/tt5097070,103,8.2,24539,男芭蕾舞者,(评价人数不足),,https://movie.douban.com/subject/26413310/,Sergei Polunin,"['英国', 'Steven Cantor', '85分钟', '男芭蕾舞者', '纪录片']"
Comedy Musical,Where Is Josh's Friend?             ,8.1,154,http://www.imdb.com/title/tt5540896,73,8.0,24618,疯狂前女友第二季,(评价人数不足),,https://movie.douban.com/subject/26749129/,2016-10(美国),"['蕾切尔·布鲁姆', '圣蒂诺·方塔纳', '美国', '疯狂前女友', '疯狂前女友']"
Comedy Crime Mystery,The Mad Miss Manton  ,6.9,1466,http://www.imdb.com/title/tt0030396,65,7.2,24665,疯狂的曼顿小姐,(评价人数不足),,https://movie.douban.com/subject/3267926/,1938-10-21 00:00:00,"['Barbara Stanwyck', 'Henry Fonda', '美国', 'Leigh J"
Action Crime Thriller,John Wick: Chapter 2  ,7.7,158503,http://www.imdb.com/title/tt4425200,26956,7.3,24699,疾速特攻,(尚未上映),,https://movie.douban.com/subject/26333560/,2017-02-10(美国),"['基努·里维斯', '伊恩·麦柯肖恩', '布丽姬·穆娜', '鲁比·罗丝', '劳伦斯·菲什伯恩"
Drama,Shippû rondo  ,4.9,22,http://www.imdb.com/title/tt5633600,523,6.1,24701,疾风回旋曲,(评价人数不足),,https://movie.douban.com/subject/26737136/,2016-11-26(日本),"['阿部宽', '大岛优子', '柄本明', '室毅', '户次重幸']"
Animation Action Comedy,Kötü Kedi Serafettin  ,7.7,4452,http://www.imdb.com/title/tt4695548,335,6.0,24718,痞子猫,(评价人数不足),,https://movie.douban.com/subject/26735160/,2017-01(中国大陆),"['2016-02-05(土耳其)', '塞兹米·巴斯金', '德梅特.埃夫贾', '艾森·格鲁达'"
Adventure Drama Sci-Fi,Destination Moon  ,6.4,2794,http://www.imdb.com/title/tt0042393,46,7.1,24759,登陆月球,(评价人数不足),,https://movie.douban.com/subject/1298959/,1950-06-27 00:00:00,"['John Archer', '沃纳·安德森', 'Tom Powers', '美国', '欧文·"
Documentary Short Drama,The White Helmets  ,7.6,4465,http://www.imdb.com/title/tt6073176,637,5.7,24814,白盔,(评价人数不足),,https://movie.douban.com/subject/26884918/,2016-09-16(英国),"['Khaled Farah', 'Mohammed Farah', 'Abu Omar', '英国"
Comedy Fantasy Horror,Jack Frost 2: Revenge of the Mutant Killer Snowman  ,3.8,2241,http://www.imdb.com/title/tt0239496,970,6.0,24833,白色杀机2,(评价人数不足),,https://movie.douban.com/subject/1304797/,2000-11-21 00:00:00,"['克里斯托弗·阿尔伯特', 'Scott MacDonald', 'David Allen Bro"
Comedy Drama,Mum's Cleaner             ,7.0,7,http://www.imdb.com/title/tt2086531,45,7.5,25015,皮特的糟糕生活第二季,(评价人数不足),,https://movie.douban.com/subject/26881080/,2011-10-21(英国),"['拉菲·斯波', '大卫·芬恩', 'Ian Kirkby', 'Irfan Hussein', "
Action Crime,The Prison  ,6.7,140,http://www.imdb.com/title/tt6589464,1519,6.5,25025,监狱,(目前无 ),,https://movie.douban.com/subject/26577180/,2016-下半年,"['韩石圭', '金来沅', '金成钧', '申成禄', '韩国']"
Animation Short Drama,Blind Vaysha  ,7.3,1436,http://www.imdb.com/title/tt5559726,1913,7.8,25101,盲眼女孩,(评价人数不足),,https://movie.douban.com/subject/26767306/,2016-02-15 00:00:00,"['卡洛琳·达芙娜', '加拿大 Canada', 'Theodore Ushev', '8分钟',"
