index,电影名,评分,评价人数,链接,时间,演员,imdb_link
2437,暗战,8.4,103320.0,https://movie.douban.com/subject/1298898/,1999-09-23(香港),"['刘德华', '刘青云', '蒙嘉慧', '李子雄', '许绍雄']",http://www.imdb.com/title/tt0216165
2438,暗战2,6.5,22094.0,https://movie.douban.com/subject/1308120/,2001-12-27(香港),"['郑伊健', '刘青云', '林熙蕾', '许绍雄', '林雪']",http://www.imdb.com/title/tt0295578
2439,暗杀,8.0,97203.0,https://movie.douban.com/subject/25823132/,2015-07-22(韩国),"['2015-09-17(中国大陆)', '全智贤', '李政宰', '河正宇', '吴达洙']",http://www.imdb.com/title/tt3501416
2440,暗流,7.4,12155.0,https://movie.douban.com/subject/1301328/,2000-09-27 00:00:00,"['让·雷诺', '文森特·卡索', '娜迪亚·法尔丝', '让-皮埃尔·卡塞尔', 'Karim ",http://www.imdb.com/title/tt0228786
2441,暗算,8.8,15046.0,https://movie.douban.com/subject/2158486/,2006-01-12(中国大陆),"['柳云龙', '高明', '宋春丽', '祝希娟', '王宝强']",http://www.imdb.com/title/tt1451765
2442,暗花,8.3,42850.0,https://movie.douban.com/subject/1292450/,1998-01-01 00:00:00,"['刘青云', '梁朝伟', '邵美琪', '王天林', '卢海鹏']",http://www.imdb.com/title/tt0168043
2443,暗黑者,8.0,12384.0,https://movie.douban.com/subject/25835480/,2014-06-10(中国大陆),"['郭京飞', '李倩', '经超', '甘露', '李岷城']",
2444,暮光之城,7.3,255236.0,https://movie.douban.com/subject/2268359/,2008-11-21(美国),"['2009-11-25(中国大陆)', '克里斯汀·斯图尔特', '罗伯特·帕丁森', '比利·伯",http://www.imdb.com/title/tt1099212
2445,暮光之城2：新月,6.5,143667.0,https://movie.douban.com/subject/3148027/,2009-11-20(美国),"['克里斯汀·斯图尔特', '罗伯特·帕丁森', '泰勒·洛特纳', '达科塔·范宁', '安娜·肯",http://www.imdb.com/title/tt1259571
2446,暮光之城3：月食,6.4,98910.0,https://movie.douban.com/subject/3289086/,2010-06-30(美国),"['克里斯汀·斯图尔特', '罗伯特·帕丁森', '泰勒·洛特纳', '比利·伯克', '阿什丽·格",http://www.imdb.com/title/tt1325004
2447,暮光之城4：破晓(上),6.2,77435.0,https://movie.douban.com/subject/3289081/,2011-11-18(美国),"['2012-10-23(中国大陆)', '罗伯特·帕丁森', '克里斯汀·斯图尔特', '泰勒·洛",http://www.imdb.com/title/tt1324999
2448,暮光之城4：破晓(下),6.5,57057.0,https://movie.douban.com/subject/4889554/,2012-11-16(美国),"['罗伯特·帕丁森', '克里斯汀·斯图尔特', '泰勒·洛特纳', '杰克逊·拉斯波恩', '阿什",http://www.imdb.com/title/tt1673434
2449,暮色大电影,6.2,18368.0,https://movie.douban.com/subject/4901335/,2010-08-18 00:00:00,"['珍·普罗斯克', '马特·兰特尔', '戴德里克·巴德', '克里斯·里吉', '肯·郑']",http://www.imdb.com/title/tt1666186
2450,暴力云与送子鹳,9.2,77400.0,https://movie.douban.com/subject/3734350/,2009-05-29(美国),"['Tony Fucile', 'Lori Richardson', '美国', 'Peter So",http://www.imdb.com/title/tt1425244
2451,暴力史,7.4,13430.0,https://movie.douban.com/subject/1422917/,2005-09-30(美国),"['维果·莫腾森', '玛丽亚·贝罗', '艾德·哈里斯', '威廉·赫特', '艾什顿·霍尔姆斯'",http://www.imdb.com/title/tt0399146
2452,暴力街区,6.9,50770.0,https://movie.douban.com/subject/3718269/,2014-04-23(法国),"['2014-08-01(中国大陆)', '保罗·沃克', '大卫·贝利', 'RZA', '古奇·",http://www.imdb.com/title/tt1430612
2453,暴力街区13：终极,7.4,43433.0,https://movie.douban.com/subject/3114109/,2009-02-18 00:00:00,"['大卫·贝利', '塞瑞尔·拉菲利', '菲利普·托雷顿', '丹尼尔·杜瓦尔', '艾洛蒂·袁'",http://www.imdb.com/title/tt1247640
2454,暴疯语,5.9,28253.0,https://movie.douban.com/subject/25742299/,2014-11-19(台北金马影展),"['2015-04-03(中国大陆)', '刘青云', '黄晓明', '方中信', '薛凯琪']",http://www.imdb.com/title/tt4305562
2455,暴走神探,5.3,10644.0,https://movie.douban.com/subject/25746414/,2015-01-16(中国大陆),"['2015-03-26(香港)', '阮经天', '周冬雨', '杨子姗', '杨洋']",http://www.imdb.com/title/tt3976070
2456,暴雨将至,8.7,15437.0,https://movie.douban.com/subject/1303036/,1994-09-01 00:00:00,"['凯特琳·卡特利吉', '拉德·舍博德兹加', '格莱戈尔·科林 ', '拉宾娜·米特威斯卡', ",http://www.imdb.com/title/tt0110882
2457,更好的世界,8.3,18546.0,https://movie.douban.com/subject/3338879/,2010-08-26(丹麦),"['米卡埃尔·佩斯布兰特', '崔娜·迪斯霍尔姆', '马库斯·瑞格德', '威廉·约翰·奈尔森',",http://www.imdb.com/title/tt1340107
2458,曹冲称象,7.7,18471.0,https://movie.douban.com/subject/1431716/,中国,"['刘蕙仪', '靳夕', '高尔丰', '16分钟', '动画']",
2459,曼哈顿,8.3,12949.0,https://movie.douban.com/subject/1294300/,1979-04-25 00:00:00,"['黛安·基顿', '梅丽尔·斯特里普', '伍迪·艾伦', '迈克尔·墨菲', '玛瑞儿·海明威'",http://www.imdb.com/title/tt0079522
2460,曼哈顿女佣,6.4,21741.0,https://movie.douban.com/subject/1305735/,2002-12-13(美国),"['詹妮弗·洛佩兹', '拉尔夫·费因斯', '泰勒·珀西', '娜塔莎·理查德森', '斯坦利·图",http://www.imdb.com/title/tt0252076
2461,曼谷杀手,5.9,21182.0,https://movie.douban.com/subject/1918224/,2008-09-04(美国),"['尼古拉斯·凯奇', '杨采妮', 'Philip Waley', '查克利·彦纳姆', '陈贝贝",http://www.imdb.com/title/tt0814022
2462,曾经,8.3,182845.0,https://movie.douban.com/subject/2053515/,2006-07-15(Galway Film Fleadh),"['2007-03-23(爱尔兰)', '格伦·汉塞德', '玛可塔·伊尔格洛娃', 'Alaist",http://www.imdb.com/title/tt0907657
2463,最佳出价,8.3,50008.0,https://movie.douban.com/subject/7059671/,2013-01-01(意大利),"['杰弗里·拉什', '吉姆·斯特吉斯', '西尔维娅·侯克斯', '唐纳德·萨瑟兰', '菲利普·",http://www.imdb.com/title/tt1924396
2464,最佳女婿,6.4,10463.0,https://movie.douban.com/subject/1400666/,1988-12-17(香港),"['张学友', '周星驰', '莫少聪', '张敏', '吴耀汉']",http://www.imdb.com/title/tt0121922
2465,最佳拍档,7.5,12783.0,https://movie.douban.com/subject/1306011/,1982-01-16 00:00:00,"['许冠杰', '麦嘉', '张艾嘉', '石天', '古嘉露']",http://www.imdb.com/title/tt0084955
2466,最佳爱情,8.2,18921.0,https://movie.douban.com/subject/6123976/,2011-05-04(韩国),"['车胜元', '孔晓振', '尹继尚', '刘仁娜', '裴瑟琪']",http://www.imdb.com/title/tt2304406
2467,最后一支歌,7.1,10776.0,https://movie.douban.com/subject/3230121/,2010-03-31 00:00:00,"['麦莉·赛勒斯', '格雷戈·金尼尔', '鲍比·科尔曼', '利亚姆·海姆斯沃斯', '哈洛克·",http://www.imdb.com/title/tt1294226
2468,最后一站,7.5,10723.0,https://movie.douban.com/subject/2132475/,2010-01-28(德国),"['詹姆斯·麦卡沃伊', '海伦·米伦', '克里斯托弗·普卢默', '安-玛莉·杜芙', '保罗·",http://www.imdb.com/title/tt0824758
2469,最后的巫师猎人,5.8,32004.0,https://movie.douban.com/subject/10440076/,2016-01-15(中国大陆),"['2015-10-23(美国)', '范·迪塞尔', '伊利亚·伍德', '露丝·莱斯利', '朱",http://www.imdb.com/title/tt1618442
2470,最后的朋友,8.4,71107.0,https://movie.douban.com/subject/3011225/,2008-04-10(日本),"['长泽雅美', '上野树里', '瑛太', '锦户亮', '水川麻美']",http://www.imdb.com/title/tt1200618
2471,最后的武士,7.8,39754.0,https://movie.douban.com/subject/1299383/,2003-12-05 00:00:00,"['汤姆·克鲁斯', '渡边谦', '蒂莫西·斯波', '比利·康诺利', '托尼·戈德温']",http://www.imdb.com/title/tt0325710
2472,最后的灰姑娘,7.1,15883.0,https://movie.douban.com/subject/21372228/,2013-04-11 00:00:00,"['筱原凉子', '三浦春马', '大塚宁宁', '遠藤章造', '菜菜绪']",http://www.imdb.com/title/tt2759642
2473,最后的维加斯,7.3,10167.0,https://movie.douban.com/subject/3014557/,2013-11-01(美国),"['罗伯特·德尼罗', '摩根·弗里曼', '凯文·克莱恩', '迈克尔·道格拉斯', '杰娜·西姆",http://www.imdb.com/title/tt1204975
2474,最后的风之子,4.9,16248.0,https://movie.douban.com/subject/2363919/,2010-07-02(美国),"['2010-08-23(中国大陆)', '诺亚·林格', '戴夫·帕特尔', '杰克逊·拉斯波恩'",http://www.imdb.com/title/tt0938283
2475,最好的我们,8.6,36541.0,https://movie.douban.com/subject/26602244/,2016-04-08(中国大陆),"['刘昊然', '谭松韵', '王栎鑫', '董晴', '李家成']",http://www.imdb.com/title/tt7049444
2476,最好的时光,7.5,59486.0,https://movie.douban.com/subject/1421809/,2005-10-28(台湾),"['舒淇', '张震', '梅芳', '廖淑珍', '狄玫']",http://www.imdb.com/title/tt0459666
2477,最完美的离婚,8.9,53798.0,https://movie.douban.com/subject/20416430/,2013-01-10(日本),"['瑛太', '尾野真千子', '真木阳子', '绫野刚', '小野百合子']",http://www.imdb.com/title/tt2560428
2478,最完美的离婚2014特别篇,9.1,21518.0,https://movie.douban.com/subject/25790749/,2014-02-08(日本),"['瑛太', '尾野真千子', '真木阳子', '绫野刚', '八千草薰']",http://www.imdb.com/title/tt3400916
2479,最强囍事,5.2,63582.0,https://movie.douban.com/subject/5250583/,2011-01-31(中国大陆),"['张柏芝', '古天乐', '甄子丹', '刘嘉玲', '黄百鸣']",http://www.imdb.com/title/tt1815769
2480,最爱,7.2,110882.0,https://movie.douban.com/subject/4843637/,2011-05-10(中国大陆),"['2011-06-16(香港)', '章子怡', '郭富城', '濮存昕', '蒋雯丽']",http://www.imdb.com/title/tt1664704
2481,最爱女人购物狂,5.9,35658.0,https://movie.douban.com/subject/1464338/,2006-01-19(中国大陆),"['2006-01-20(香港)', '刘青云', '张柏芝', '陈小春', '官恩娜']",http://www.imdb.com/title/tt0491002
2482,最终幻想15：王者之剑,7.6,12358.0,https://movie.douban.com/subject/26762709/,2016-07-09(日本),"['2016-08-19(美国)', '亚伦·保尔', '肖恩·宾', '琳娜·海蒂', '戴维·甘",http://www.imdb.com/title/tt5595168
2483,最终幻想7：圣子降临,8.2,37307.0,https://movie.douban.com/subject/1422063/,2005-09-14(日本),"['樱井孝宏', '伊藤步', '森久保祥太郎', '森川智之', '坂本真绫']",http://www.imdb.com/title/tt0385700
2484,最终幻想：灵魂深处,6.8,10093.0,https://movie.douban.com/subject/1304602/,2001-07-11 00:00:00,"['温明娜', '亚历克·鲍德温', '文·瑞姆斯', '史蒂夫·布西密', '佩里·吉普林']",http://www.imdb.com/title/tt0173840
2485,最美的时光,6.7,12544.0,https://movie.douban.com/subject/10558417/,2013-11-20(中国大陆),"['钟汉良', '张钧甯', '贾乃亮', '韩熙庭', '中国大陆']",
2486,最遥远的距离,6.9,37570.0,https://movie.douban.com/subject/2230888/,2007-11-02(台湾),"['桂纶镁', '莫子仪', '贾孝国', '温升豪', '台湾']",http://www.imdb.com/title/tt1094291
2487,最长的一码,7.6,14536.0,https://movie.douban.com/subject/1309050/,2005-05-27(美国),"['亚当·桑德勒', '克里斯·洛克', '伯特·雷诺兹', 'Nelly', 'Michael I",http://www.imdb.com/title/tt0398165
2488,月之恋人,5.6,14784.0,https://movie.douban.com/subject/4300597/,2010-05-10(日本),"['木村拓哉', '筱原凉子', '松田翔太', '北川景子', '林志玲']",http://www.imdb.com/title/tt1611707
2489,月亮上的男人,7.8,10208.0,https://movie.douban.com/subject/1300185/,1999-12-22 00:00:00,"['金·凯瑞', '格里贝克尔', 'Greyson Erik Pendry', '丹尼·德维托',",http://www.imdb.com/title/tt0125664
2490,月代头布丁,7.8,21266.0,https://movie.douban.com/subject/4290704/,2010-07-31(日本),"['锦户亮', '友坂理惠', '今野浩喜', '佐藤仁美', '忽那汐里']",http://www.imdb.com/title/tt1595354
2491,月刊少女野崎君,9.2,27592.0,https://movie.douban.com/subject/25850705/,2014-07-06(日本),"['中村悠一', '小泽亚李', '冈本信彦', '小野友树', '中原麻衣']",http://www.imdb.com/title/tt3615002
2492,月升王国,8.2,63990.0,https://movie.douban.com/subject/5360889/,2012-05-16(戛纳电影节),"['2012-06-29(美国)', '杰瑞德·吉尔曼 ', '卡拉·海沃德', '布鲁斯·威利斯'",http://www.imdb.com/title/tt1748122
2493,月满轩尼诗,6.7,73991.0,https://movie.douban.com/subject/3777800/,2010-03-21(香港电影节),"['2010-04-01(香港)', '2010-04-02(中国大陆)', '张学友', '汤唯'",http://www.imdb.com/title/tt1447800
2494,月球,8.5,123432.0,https://movie.douban.com/subject/3073124/,2009-07-17 00:00:00,"['山姆·洛克威尔', '凯文·史派西', '多米妮克·麦克艾丽戈特', '卡雅·斯考达里奥', '",http://www.imdb.com/title/tt1182345
2495,月球旅行记,8.9,12866.0,https://movie.douban.com/subject/1304310/,1902-09-01(法国),"['弗朗索瓦·拉勒芒', '朱勒-尤金·乐可利', '维克多·安德烈', '布鲁耶特·贝尔农', '",http://www.imdb.com/title/tt0000417
2496,月神,9.0,44650.0,https://movie.douban.com/subject/6313765/,2011-06(法国昂西动画节),"['2012-06-22(美国)', '克丽斯塔·谢富勒', '托尼·弗希勒', '菲尔·谢里登',",http://www.imdb.com/title/tt1957945
2497,有一个地方只有我们知道,5.0,103082.0,https://movie.douban.com/subject/25858759/,2015-02-10(中国大陆),"['吴亦凡', '王丽坤', '徐静蕾', '戈登·亚历山大', '丛珊']",http://www.imdb.com/title/tt4074958
2498,有关时间旅行的热门问题,7.8,36835.0,https://movie.douban.com/subject/2046839/,2009-04-24(英国),"['安娜·法瑞丝', '克里斯·奥多德', '马克·伍顿', 'Dean Lennox Kelly'",http://www.imdb.com/title/tt0910554
2499,有喜欢的人,6.8,12871.0,https://movie.douban.com/subject/26783513/,2016-07-11(日本),"['桐谷美玲', '山崎贤人', '三浦翔平', '野村周平', '大原樱子']",http://www.imdb.com/title/tt5679980
2500,有希望的男人,7.6,15847.0,https://movie.douban.com/subject/6845529/,2011-08-25(捷克),"['维卡·克里克斯', '杰里·马哈萨克', '波莱克·波利夫卡', '彼得拉·赫雷比科娃', '西",http://www.imdb.com/title/tt2051941
2501,有种你爱我,4.7,29739.0,https://movie.douban.com/subject/24743712/,2015-02-06(中国大陆),"['江一燕', '郑恺', '于笑', '于嘉萌', '常方源']",http://www.imdb.com/title/tt4561398
2502,有话好好说,7.9,69032.0,https://movie.douban.com/subject/1296436/,1997-05-16(中国大陆),"['姜文', '李保田', '瞿颖', '刘信义', '葛优']",http://www.imdb.com/title/tt0120543
2503,有钱男与贫穷女,8.2,36350.0,https://movie.douban.com/subject/10756863/,2012-07-09(日本),"['小栗旬', '石原里美', '相武纱季', '井浦新', '浅利阳介']",http://www.imdb.com/title/tt2404115
2504,有钱男与贫穷女：纽约篇,7.5,12056.0,https://movie.douban.com/subject/20470369/,2013-04-01(日本),"['小栗旬', '石原里美', '相武纱季', '浅利阳介', '中村靖日']",http://www.imdb.com/title/tt2605312
2505,有闲俱乐部,6.6,12817.0,https://movie.douban.com/subject/2270417/,2007-10-16(日本),"['赤西仁', '横山裕', '田口淳之介', '香椎由宇', '铃木惠美']",http://www.imdb.com/title/tt1118550
2506,朋友,7.7,15445.0,https://movie.douban.com/subject/1306663/,2001-03-31(韩国),"['张东健', '刘五性', '徐泰和', '金甫京', '朱玄']",http://www.imdb.com/title/tt0281718
2507,朗读者,8.5,251780.0,https://movie.douban.com/subject/2213597/,2008-12-10(纽约首映),"['2009-01-30(美国)', '2009-02-26(德国)', '凯特·温丝莱特', '拉",http://www.imdb.com/title/tt0976051
2508,望夫成龙,6.8,13565.0,https://movie.douban.com/subject/1298603/,1990-02-15 00:00:00,"['周星驰', '吴君如', '成奎安', '关秀媚', '关佩琳']",http://www.imdb.com/title/tt0100902
2509,朝5晚9：帅气和尚爱上我,7.4,58206.0,https://movie.douban.com/subject/26588970/,2015-10-12(日本),"['石原里美', '山下智久', '田中圭', '高梨临', '纱荣子']",http://www.imdb.com/title/tt4996170
2510,朝圣之路,8.5,18205.0,https://movie.douban.com/subject/3750104/,2010-11-19(西班牙),"['马丁·辛', '艾米利奥·艾斯特维兹', '黛博拉·卡拉·安格', '约里克·范·韦杰宁根', ",http://www.imdb.com/title/tt1441912
2511,木乃伊,7.7,93260.0,https://movie.douban.com/subject/1295229/,1999-04-16(葡萄牙),"['1999-05-07(美国)', '布兰登·费舍', '蕾切尔·薇兹', '约翰·汉纳', '阿",http://www.imdb.com/title/tt0120616
2512,木乃伊3,5.4,58019.0,https://movie.douban.com/subject/1997679/,2008-08-01(美国),"['布兰登·费舍', '李连杰', '玛丽亚·贝罗', '约翰·汉纳', '卢克·福特']",http://www.imdb.com/title/tt0859163
2513,木乃伊归来,7.4,71943.0,https://movie.douban.com/subject/1298586/,2001-05-04(美国),"['布兰登·费舍', '蕾切尔·薇兹', '道恩·强森', '约翰·汉纳', '帕翠西娅·维拉奎兹'",http://www.imdb.com/title/tt0209163
2514,木偶奇遇记,8.1,19639.0,https://movie.douban.com/subject/1292757/,1940-02-07 00:00:00,"['梅尔·布兰科', '弗兰基·达罗', '克里夫·爱德华兹', 'Dickie Jones', '",http://www.imdb.com/title/tt0032910
2515,木兰花,8.2,17643.0,https://movie.douban.com/subject/1293564/,1999-12-08 00:00:00,"['朱丽安·摩尔', '威廉姆·H·梅西', '约翰·C·赖利', '汤姆·克鲁斯', '菲利浦·贝",http://www.imdb.com/title/tt0175880
2516,木星上行,5.4,51967.0,https://movie.douban.com/subject/5154799/,2015-01-27(圣丹斯电影节),"['2015-02-06(美国)', '2015-03-06(中国大陆)', '查宁·塔图姆', '",http://www.imdb.com/title/tt1617661
2517,未来战警,6.7,26362.0,https://movie.douban.com/subject/2993217/,2009-09-25(美国),"['布鲁斯·威利斯', '裴淳华', '文·瑞姆斯', '拉妲·米契尔', '波瑞斯·科乔']",http://www.imdb.com/title/tt0986263
2518,未来日记,8.0,17134.0,https://movie.douban.com/subject/6126502/,2011-10-09(日本),"['富樫美铃', '村田知沙', '相泽舞', '真田麻美', '关智一']",http://www.imdb.com/title/tt2069441
2519,未来水世界,7.1,38450.0,https://movie.douban.com/subject/1294037/,1995-07-28 00:00:00,"['凯文·科斯特纳', '珍妮·特里普里霍恩', '蒂娜·米乔里诺', 'Chaim Girafi'",http://www.imdb.com/title/tt0114898
2520,未来警察,3.8,31800.0,https://movie.douban.com/subject/3329192/,2010-04-15(香港),"['刘德华', '徐熙媛', '徐娇', '樊少皇', '唐一菲']",http://www.imdb.com/title/tt1337055
2521,未来都市NO.6,8.2,10729.0,https://movie.douban.com/subject/5913028/,2011-07-07(日本),"['梶裕贵', '细谷佳正', '安野希世乃', '真堂圭', '寺祖间正树']",http://www.imdb.com/title/tt2350826
2522,未生,9.2,32031.0,https://movie.douban.com/subject/25870057/,2014-10-17(韩国),"['任时完', '李圣旻', '姜素拉', '姜河那', '卞耀汉']",http://www.imdb.com/title/tt4240730
2523,未知死亡,8.0,44551.0,https://movie.douban.com/subject/3397503/,2008-12-25(印度),"['阿米尔·汗', '缇努·阿南德', '阿辛', '吉雅·罕', 'Pradeep Rawat']",http://www.imdb.com/title/tt1166100
2524,未麻的部屋,8.8,69865.0,https://movie.douban.com/subject/1395091/,1997-07(加拿大奇幻电影节),"['1998-02-28(日本)', '岩男润子', '松本梨香', '辻亲八', '日本']",http://www.imdb.com/title/tt0156887
2525,末代独裁,7.9,17674.0,https://movie.douban.com/subject/1900848/,2006-09-01(特柳赖德电影节),"['2007-01-12(英国)', '福里斯特·惠特克', '詹姆斯·麦卡沃伊', '凯丽·华盛顿",http://www.imdb.com/title/tt0455590
2526,末代皇帝,8.8,134088.0,https://movie.douban.com/subject/1293172/,1987-10-23(意大利),"['1987-10-04(东京国际电影节)', '尊龙', '陈冲', '彼得·奥图尔', '英若诚",http://www.imdb.com/title/tt0093389
2527,末日危途,7.7,25951.0,https://movie.douban.com/subject/2252773/,2009-11-25(美国-limited),"['维果·莫腾森', '柯蒂·斯密特-麦菲', '罗伯特·杜瓦尔', '查理兹·塞隆', '盖·皮尔",http://www.imdb.com/title/tt0898367
2528,末日崩塌,7.0,84015.0,https://movie.douban.com/subject/25786077/,2015-05-29(美国),"['2015-06-02(中国大陆)', '道恩·强森', '亚历珊德拉·达达里奥', '卡拉·古奇",http://www.imdb.com/title/tt2126355
2529,末路狂花,8.7,87511.0,https://movie.douban.com/subject/1291992/,1991-05-24(美国),"['1991-05-29(法国)', '吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '",http://www.imdb.com/title/tt0103074
2530,本命年,8.2,11485.0,https://movie.douban.com/subject/1296266/,1990-04-14(中国大陆),"['姜文', '程琳', '岳红', '刘小宁', '梁天']",http://www.imdb.com/title/tt0123450
2531,本杰明·巴顿奇事,8.7,356298.0,https://movie.douban.com/subject/1485260/,2008-12-25(美国),"['凯特·布兰切特', '布拉德·皮特', '朱莉娅·奥蒙德', '芳妮·A·钱勃丝', '伊莱亚斯",http://www.imdb.com/title/tt0421715
2532,本能,7.6,82712.0,https://movie.douban.com/subject/1291869/,1992-03-20 00:00:00,"['迈克尔·道格拉斯', '莎朗·斯通', '乔治·杜兹达扎', '珍妮·特里普里霍恩', '丹尼斯",http://www.imdb.com/title/tt0103772
2533,本能2,5.6,15172.0,https://movie.douban.com/subject/1418270/,2006-03-30(德国),"['莎朗·斯通', '大卫·莫瑞瑟', '夏洛特·兰普林', 'Neil Maskell', '斯坦",http://www.imdb.com/title/tt0430912
2534,朱丽叶与梁山伯,8.3,12531.0,https://movie.douban.com/subject/1304304/,2000-03-02 00:00:00,"['吴君如', '任达华', '吴镇宇', '葛民辉', '刘以达']",http://www.imdb.com/title/tt0260992
2535,朱莉与朱莉娅,8.0,68002.0,https://movie.douban.com/subject/2996640/,2009-08-07 00:00:00,"['梅丽尔·斯特里普', '艾米·亚当斯', '斯坦利·图齐', '克里斯·梅西纳', '琳达·伊蒙",http://www.imdb.com/title/tt1135503
2536,朱诺,7.9,162770.0,https://movie.douban.com/subject/2132495/,2007-12-25(美国/加拿大),"['艾伦·佩吉', '迈克尔·塞拉', '詹妮弗·加纳', '杰森·贝特曼', '艾莉森·珍妮']",http://www.imdb.com/title/tt0467406
2537,机动战士高达Seed,8.4,12569.0,https://movie.douban.com/subject/1766546/,2002-10-05(日本),"['保志总一朗', '石田彰', '置鲇龙太郎', '徐若瑄', '大川透']",http://www.imdb.com/title/tt0374407
2538,机动杀人,7.0,12481.0,https://movie.douban.com/subject/1309145/,2004-03-19 00:00:00,"['安吉丽娜·朱莉', '伊桑·霍克', '基弗·萨瑟兰', '吉娜·罗兰兹', '保罗·达诺']",http://www.imdb.com/title/tt0364045
2539,机动部队,7.8,33026.0,https://movie.douban.com/subject/1302434/,2003-04-17 00:00:00,"['任达华', '邵美琪', '林雪', '黄卓玲', '黄浩然']",http://www.imdb.com/title/tt0250638
2540,机器人9号,7.4,57387.0,https://movie.douban.com/subject/1764796/,2009-09-09(美国),"['伊利亚·伍德', '詹妮弗·康纳利', '约翰·C·赖利', '克里斯托弗·普卢默', '克里斯",http://www.imdb.com/title/tt0472033
2541,机器人之恋,6.5,14008.0,https://movie.douban.com/subject/1853752/,2006-12-07(韩国),"['郑智薰', '林秀晶', '吴达洙', '金秉玉', '朴秉恩']",http://www.imdb.com/title/tt0497137
2542,机器人历险记,7.5,19632.0,https://movie.douban.com/subject/1309011/,2005-03-11(美国),"['伊万·麦克格雷格', '罗宾·威廉姆斯', '哈莉·贝瑞', '吉姆·布劳德本特', '梅尔·布",http://www.imdb.com/title/tt0358082
2543,机器人总动员,9.3,454849.0,https://movie.douban.com/subject/2131459/,2008-06-27(美国),"['本·贝尔特', '艾丽莎·奈特', '杰夫·格尔林', '佛莱德·威拉特', '美国']",http://www.imdb.com/title/tt0910970
2544,机器侠,5.3,29348.0,https://movie.douban.com/subject/3990500/,2009-08-18 00:00:00,"['孙俪', '方力申', '胡军', '甘薇', '郑中基']",http://www.imdb.com/title/tt1494775
2545,机器战警,7.5,24292.0,https://movie.douban.com/subject/1294791/,1987-07-17 00:00:00,"['彼得·威勒', '南茜·艾伦', '丹·奥赫里奇', '罗尼·考克斯', '柯特伍德·史密斯']",http://www.imdb.com/title/tt0093870
2546,机器管家,8.5,42657.0,https://movie.douban.com/subject/1292529/,1999-12-13(美国),"['2000-03-09(德国)', '罗宾·威廉姆斯', '艾伯丝·戴维兹', '山姆·尼尔', ",http://www.imdb.com/title/tt0182789
2547,机器纪元,6.1,14715.0,https://movie.douban.com/subject/6873819/,2014-10-10(美国),"['2014-11-28(中国大陆)', '安东尼奥·班德拉斯', '迪伦·麦克德莫特', '梅兰尼",http://www.imdb.com/title/tt1971325
2548,机械姬,7.5,101842.0,https://movie.douban.com/subject/4160540/,2015-01-21(英国),"['2015-04-10(美国)', '奥斯卡·伊萨克', '多姆纳尔·格里森', '艾丽西亚·维坎",http://www.imdb.com/title/tt0470752
2549,机械师,7.5,67799.0,https://movie.douban.com/subject/1309160/,2004-01-18(圣丹斯电影节),"['2004-12-03(美国)', '2004-12-17(西班牙)', '克里斯蒂安·贝尔', ",http://www.imdb.com/title/tt0361862
2550,机械师2：复活,5.6,39383.0,https://movie.douban.com/subject/25825412/,2016-10-21(中国大陆),"['2016-08-26(美国)', '杰森·斯坦森', '杰西卡·阿尔芭', '汤米·李·琼斯',",http://www.imdb.com/title/tt3522806
2551,机械心,7.9,13496.0,https://movie.douban.com/subject/3001149/,2013-11-17(阿拉斯加电影节),"['2014-02-05(法国)', '马赛厄斯·马尔修', '奥利维娅·鲁兹', '让·雷谢夫',",http://www.imdb.com/title/tt1181840
2552,机灵小不懂,7.2,21130.0,https://movie.douban.com/subject/2295811/,2001-07-30(香港),"['张卫健', '李冰冰', '聂远', '何美钿', '罗家英']",
2553,杀了我治愈我,8.8,30593.0,https://movie.douban.com/subject/25994747/,2015-01-07(韩国),"['池晟', '黄静茵', '朴叙俊', '金釉利', '吴闵硕']",http://www.imdb.com/title/tt4339192
2554,杀人三步曲,7.5,11149.0,https://movie.douban.com/subject/1293976/,1995-08-25 00:00:00,"['安东尼奥·班德拉斯', '萨尔玛·海耶克', '乔昆姆·德·阿尔梅达', '切奇·马林', '昆",http://www.imdb.com/title/tt0112851
2555,杀人漫画,7.1,29632.0,https://movie.douban.com/subject/24695966/,2013-06-27(韩国),"['严基俊', '李诗英', '金显祐', '吴光禄', '韩国']",http://www.imdb.com/title/tt2973516
2556,杀出个黎明,7.5,30897.0,https://movie.douban.com/subject/1301409/,1996-01-19 00:00:00,"['乔治·克鲁尼', '昆汀·塔伦蒂诺', '哈威·凯特尔', '朱丽叶特·刘易斯', '萨尔玛·海",http://www.imdb.com/title/tt0116367
2557,杀出狂人镇,6.1,10412.0,https://movie.douban.com/subject/1892147/,2010-02-26 00:00:00,"['蒂莫西·奥利芬特', '拉妲·米契尔', 'Joe Reegan', '丹妮尔·帕娜贝克', '",http://www.imdb.com/title/tt0455407
2558,杀妻总动员,8.2,12102.0,https://movie.douban.com/subject/1308841/,2004-08-07 00:00:00,"['浅野忠信', '桥本丽香', '阿部宽', '小泉今日子', '岸部一德']",http://www.imdb.com/title/tt0430651
2559,杀戮,8.2,36086.0,https://movie.douban.com/subject/4913185/,2011-09-01(威尼斯电影节),"['朱迪·福斯特', '凯特·温丝莱特', '克里斯托弗·沃尔兹', '约翰·C·赖利', '法国'",http://www.imdb.com/title/tt1692486
