genres,name,rating,ratingCount,index,电影名,评分,评价人数,链接,时间,演员,imdb_link
Crime Drama Thriller,Carlito's Way (1993) ,7.9,"171,665",1990,情枭的黎明,8.6,14964.0,https://movie.douban.com/subject/1292646/,1993-11-10 00:00:00,"['阿尔·帕西诺', '西恩·潘', '佩内洛普·安·米勒', '约翰·雷吉扎莫', '维果·莫腾森",http://www.imdb.com/title/tt0106519
War Drama Music,Profound Love in Heavy Rain             ,7.5,279,1991,情深深雨濛濛,7.0,46125.0,https://movie.douban.com/subject/1786742/,2001-09-03(中国大陆),"['赵薇', '古巨基', '林心如', '苏有朋', '寇振海']",http://www.imdb.com/title/tt0456796
Action Comedy Drama,Qing dian da sheng (2005) ,5.0,836,1992,情癫大圣,5.3,78010.0,https://movie.douban.com/subject/1439890/,2005-12-22(中国大陆/香港),"['谢霆锋', '蔡卓妍', '范冰冰', '陈柏霖', '梁洛施']",http://www.imdb.com/title/tt0469050
Drama Romance Thriller,Qing mi (2012) ,5.3,156,1993,情谜,5.6,12544.0,https://movie.douban.com/subject/6984070/,2012-03-08(中国大陆),"['舒淇', '余文乐', '陈数', '奚美娟', '牛萌萌']",http://www.imdb.com/title/tt2271555
Biography Drama,Henry & June (1990) ,6.3,"10,695",1994,情迷六月花,7.5,11353.0,https://movie.douban.com/subject/1300161/,1990-09-28(瑞典),"['1990-10-05(美国)', '弗莱德·沃德', '乌玛·瑟曼', '玛丽亚·德·梅黛洛',",http://www.imdb.com/title/tt0099762
Comedy Romance,What Happens in Vegas (2008) ,6.1,"147,610",1995,情迷拉斯维加斯,6.5,12327.0,https://movie.douban.com/subject/2133318/,2008-05-09(美国),"['卡梅隆·迪亚茨', '阿什顿·库彻', '罗伯·考德瑞', '蕾克·贝尔', '杰森·苏戴奇斯'",http://www.imdb.com/title/tt1033643
Comedy,Qing fei de yi zhi sheng cun zhi dao (2007) ,7.2,182,1996,情非得已之生存之道,7.9,16668.0,https://movie.douban.com/subject/3194312/,2007-12-02(台北金马影展),"['2008-04-11(台湾)', '钮承泽', '张钧甯', '屈中恒', '台湾']",http://www.imdb.com/title/tt1239313
Crime Romance Thriller,Bound (1996) ,7.4,"43,152",1997,惊世狂花,8.2,14242.0,https://movie.douban.com/subject/1292449/,1996-10-04 00:00:00,"['詹妮弗·提莉', '吉娜·格申', '乔·潘托里亚诺', '约翰·P.瑞安', '克里斯托弗·米",http://www.imdb.com/title/tt0115736
Drama Horror Sci-Fi,28 Weeks Later (2007) ,7.0,"223,531",1998,惊变28周,6.7,24442.0,https://movie.douban.com/subject/1758487/,2007-05-11(英国),"['杰瑞米·雷纳', '哈罗德·佩里诺', '罗伯特·卡莱尔', '萝丝·拜恩', '凯瑟琳·麦克马",http://www.imdb.com/title/tt0463854
Drama Horror Sci-Fi,28 Days Later... (2002) ,7.6,"316,528",1999,惊变28天,7.1,35827.0,https://movie.douban.com/subject/1306421/,2002-11-01(英国),"['Alex Palmer', '宾杜·德·斯图潘尼', 'Jukka Hiltunen', '大卫",http://www.imdb.com/title/tt0289043
Horror Mystery,Scream (1996) ,7.2,"235,566",2000,惊声尖叫,7.0,23957.0,https://movie.douban.com/subject/1301630/,1996-12-20 00:00:00,"['内芙·坎贝尔', '斯基特·乌尔里奇', '柯特妮·考克斯', '大卫·阿奎特', '德鲁·巴里",http://www.imdb.com/title/tt0117571
Horror Mystery,Scream 2 (1997) ,6.1,"131,761",2001,惊声尖叫2,6.4,10560.0,https://movie.douban.com/subject/1299495/,1997-12-12 00:00:00,"['内芙·坎贝尔', '杰米·肯尼迪', '柯特妮·考克斯', '列维·施瑞博尔', '贾达·萍克·",http://www.imdb.com/title/tt0120082
Horror Mystery,Scream 3 (2000) ,5.5,"104,078",2002,惊声尖叫3,6.2,10134.0,https://movie.douban.com/subject/1293133/,2000-02-04 00:00:00,"['内芙·坎贝尔', '列维·施瑞博尔', '柯特妮·考克斯', '大卫·阿奎特', '杰米·肯尼迪",http://www.imdb.com/title/tt0134084
Horror Mystery,Scream 4 (2011) ,6.2,"109,302",2003,惊声尖叫4,6.1,10653.0,https://movie.douban.com/subject/3148064/,2011-04-15(美国),"['内芙·坎贝尔', '柯特妮·考克斯', '大卫·阿奎特', '艾玛·罗伯茨', '安娜·帕奎因'",http://www.imdb.com/title/tt1262416
Comedy,Scary Movie (2000) ,6.2,"197,090",2004,惊声尖笑,6.9,35540.0,https://movie.douban.com/subject/1299981/,2000-07-07 00:00:00,"['安娜·法瑞丝', '乔·阿布拉汉姆斯', '马龙·韦恩斯', '戴夫·谢里登', '莎诺·伊丽莎",http://www.imdb.com/title/tt0175142
Comedy,Scary Movie 2 (2001) ,5.3,"126,439",2005,惊声尖笑2,6.7,20533.0,https://movie.douban.com/subject/1308207/,2001-07-04(美国),"['安娜·法瑞丝', '马龙·韦恩斯', 'Antony Acker', 'Mark Barrett",http://www.imdb.com/title/tt0257106
Comedy,Scary Movie 3 (2003) ,5.5,"117,495",2006,惊声尖笑3,6.7,19353.0,https://movie.douban.com/subject/1301861/,2003-10-24 00:00:00,"['安娜·法瑞丝', '查理·辛', '帕米拉·安德森', '詹尼·麦卡锡', 'Marny Eng",http://www.imdb.com/title/tt0306047
Comedy,Scary Movie 4 (2006) ,5.1,"98,419",2007,惊声尖笑4,6.6,21009.0,https://movie.douban.com/subject/1428054/,2006-04-14(美国),"['安娜·法瑞丝', '雷吉娜·赫尔', '克雷格·比尔克', '比尔·普尔曼', '安东尼·安德森",http://www.imdb.com/title/tt0362120
Comedy,Scary Movie 5 (2013) ,3.5,"53,580",2008,惊声尖笑5,5.3,11489.0,https://movie.douban.com/subject/1949877/,2013-04-12(美国),"['西蒙·雷克斯', '阿什丽·提斯代尔', '查理·辛', '泰瑞·克鲁斯', '卡特里娜·宝登'",http://www.imdb.com/title/tt0795461
Action Drama Thriller,White House Down (2013) ,6.4,"174,822",2009,惊天危机,7.4,76818.0,https://movie.douban.com/subject/10746175/,2013-06-28(美国),"['2013-07-22(中国大陆)', '查宁·塔图姆', '杰米·福克斯', '玛吉·吉伦哈尔'",http://www.imdb.com/title/tt2334879
Crime Mystery,Tik Tok (2016) ,5.8,183,2010,惊天大逆转,7.1,44560.0,https://movie.douban.com/subject/26375609/,2016-07-15(中国大陆),"['钟汉良', '李政宰', '郎月婷', '李彩英', '中国大陆']",http://www.imdb.com/title/tt6033150
Action Drama Fantasy,Immortals (2011) ,6.0,"143,775",2011,惊天战神,5.7,19356.0,https://movie.douban.com/subject/3131599/,2011-11-11(美国/中国大陆),"['亨利·卡维尔', '米基·洛克', '约翰·赫特', '卢克·伊万斯', '斯蒂芬·多尔夫']",http://www.imdb.com/title/tt1253864
Action Crime Drama,Heartfall Arises (2016) ,4.6,155,2012,惊天破,3.8,11467.0,https://movie.douban.com/subject/26220722/,2016-10-20(香港/中国大陆),"['2016-06-13(上海国际电影节)', '谢霆锋', '刘青云', '佟丽娅', '范晓萱'",http://www.imdb.com/title/tt5618870
Crime Mystery Thriller,Now You See Me (2013) ,7.3,"497,878",2013,惊天魔盗团,7.5,229997.0,https://movie.douban.com/subject/6517421/,2013-05-21(纽约首映),"['2013-05-31(美国)', '2013-10-10(中国大陆)', '杰西·艾森伯格', ",http://www.imdb.com/title/tt1670345
Action Adventure Comedy,Now You See Me 2 (2016) ,6.5,"163,677",2014,惊天魔盗团2,6.5,107922.0,https://movie.douban.com/subject/25662337/,2016-06-24(中国大陆),"['2016-06-10(美国)', '杰西·艾森伯格', '马克·鲁弗洛', '伍迪·哈里森', ",http://www.imdb.com/title/tt3110958
Horror,Dracula (1992) ,7.5,"153,470",2015,惊情四百年,7.8,91073.0,https://movie.douban.com/subject/1293124/,1992-11-13(美国),"['加里·奥德曼', '薇诺娜·瑞德', '安东尼·霍普金斯', '基努·里维斯', '理查德·E·",http://www.imdb.com/title/tt0103874
Biography Drama Thriller,The Insider (1999) ,7.9,"139,815",2016,惊曝内幕,8.1,14316.0,https://movie.douban.com/subject/1292660/,1999-11-05(美国),"['阿尔·帕西诺', '罗素·克劳', '克里斯托弗·普卢默', ' 戴安·维诺拉', '菲利浦·贝",http://www.imdb.com/title/tt0140352
Horror Mystery Thriller,Psycho (1960) ,8.5,"461,053",2017,惊魂记,8.8,68898.0,https://movie.douban.com/subject/1293181/,1960-06-16(纽约首映),"['1960-09-08(美国)', '珍妮特·利', '安东尼·博金斯', '维拉·迈尔斯', '",http://www.imdb.com/title/tt0054215
Drama Romance,Bogoshipda             ,7.8,344,2018,想你,7.2,38336.0,https://movie.douban.com/subject/19964006/,2012-11-07(韩国),"['朴有天', '尹恩惠', '吕珍九', '金所炫', '俞承豪']",http://www.imdb.com/title/tt3215124
Comedy Romance,Yes or No: Yaak Rak Gaw Rak Loey (2010) ,7.0,"1,280",2019,想爱就爱,7.5,87282.0,https://movie.douban.com/subject/5360033/,2010-12-16(泰国),"['奥密兹·苏查拉特', '蒂娜·吉塔勒拉', 'Arisara Wongchalee', '索兰娜",http://www.imdb.com/title/tt1906518
Romance,Yes or No 2: Rak Mai Rak Ya Kak Loei (2012) ,6.7,394,2020,想爱就爱2,6.2,21746.0,https://movie.douban.com/subject/10733558/,2012-08-16(泰国),"['奥密兹·苏查拉特', '蒂娜·吉塔勒拉', '李敏恩', '泰国', '萨拉萨瓦蒂·翁索姆佩奇'",http://www.imdb.com/title/tt2589640
Drama Music,Vitus (2006) ,7.7,"4,275",2021,想飞的钢琴少年,8.6,24054.0,https://movie.douban.com/subject/1900840/,2006-02-02(瑞士),"['2010-05-28(中国大陆)', 'Fabrizio Borsani', '泰欧·盖尔基 '",http://www.imdb.com/title/tt0478829
Thriller,Yi ngoi (2009) ,6.7,"2,394",2022,意外,7.2,49031.0,https://movie.douban.com/subject/3013580/,2009-09-24(香港),"['古天乐', '任贤齐', '叶璇', '冯淬帆', '林雪']",http://www.imdb.com/title/tt1202514
Animation Drama Fantasy,Karafuru (2010) ,7.5,"3,061",2023,意外的幸运签,8.2,28329.0,https://movie.douban.com/subject/4934987/,2010-08-21(日本),"['富泽风斗', '宫崎葵', '南明奈', '麻生久美子', '中尾明庆']",http://www.imdb.com/title/tt1677561
Romance,Yi wai de lian ai shi guang (2013) ,6.6,52,2024,意外的恋爱时光,5.7,19075.0,https://movie.douban.com/subject/19967839/,2013-11-08(中国大陆),"['房祖名', '郭采洁', '于莎莎', '陆弈静 Yi-Ching Lu', '高圣远 Arch",http://www.imdb.com/title/tt3209682
Documentary History War,Triumph of the Will (1935) ,7.5,"11,649",2025,意志的胜利,8.5,10360.0,https://movie.douban.com/subject/1306186/,1935-03-28 00:00:00,"['阿道夫·希特勒', '马克斯·阿曼', 'Martin Bormann', '德国', '莱妮·",http://www.imdb.com/title/tt0025913
Comedy,Eipuriru fûruzu (2015) ,6.5,233,2026,愚人节,7.8,21538.0,https://movie.douban.com/subject/26270517/,2015-04-01(日本),"['户田惠梨香', '松坂桃李', '里见浩太朗', '富司纯子', '中山裕介']",http://www.imdb.com/title/tt4231508
Comedy Drama,Thank You for Smoking (2005) ,7.6,"197,590",2027,感谢你抽烟,8.0,18748.0,https://movie.douban.com/subject/1498811/,2005-09-09(多伦多电影节),"['艾伦·艾克哈特', '玛丽亚·贝罗', '卡梅隆·布莱特', '威廉姆·H·梅西', '凯蒂·霍",http://www.imdb.com/title/tt0427944
Biography Drama Sport,Raging Bull (1980) ,8.2,"253,212",2028,愤怒的公牛,8.3,25982.0,https://movie.douban.com/subject/1293155/,1980-11-14 00:00:00,"['罗伯特·德尼罗', '凯西·莫拉蒂', '乔·佩西', '弗兰克·文森特', 'Theresa ",http://www.imdb.com/title/tt0081398
Animation Action Adventure,Angry Birds (2016) ,6.3,"57,539",2029,愤怒的小鸟,7.1,60653.0,https://movie.douban.com/subject/6873736/,2016-05-20(中国大陆/美国),"['2016-05-13(芬兰)', '杰森·苏戴奇斯', '乔什·加德', '丹尼·麦克布耐德',",http://www.imdb.com/title/tt1985949
Crime Drama History,Munich (2005) ,7.6,"184,550",2030,慕尼黑,7.8,17711.0,https://movie.douban.com/subject/1438338/,2006-01-06(美国),"['艾瑞克·巴纳', '丹尼尔·克雷格', '塞伦·希德', '马修·卡索维茨', '汉斯·齐施勒'",http://www.imdb.com/title/tt0408306
Comedy Family,Mr. Bean             ,8.5,"71,767",2031,憨豆先生,9.2,20312.0,https://movie.douban.com/subject/1302958/,1990-01-01(英国),"['罗温·艾金森', 'Matilda Ziegler', 'Robyn Driscoll', 'M",http://www.imdb.com/title/tt0096657
Adventure Comedy Family,Bean (1997) ,6.4,"80,279",2032,憨豆先生的大灾难,7.9,25254.0,https://movie.douban.com/subject/1294948/,1997-08-01 00:00:00,"['罗温·艾金森', '彼特·麦尼科', '约翰·米尔斯', '伯特·雷诺兹', '约翰尼·盖尔克奇",http://www.imdb.com/title/tt0118689
Action Adventure Comedy,Johnny English (2003) ,6.1,"120,425",2033,憨豆特工,7.5,53358.0,https://movie.douban.com/subject/1307389/,2003-09-12(中国大陆),"['2003-04-11(英国)', '罗温·艾金森', '约翰·马尔科维奇', '娜塔莉·安博莉亚",http://www.imdb.com/title/tt0274166
Action Adventure Comedy,Johnny English Reborn (2011) ,6.3,"94,747",2034,憨豆特工2,7.0,48918.0,https://movie.douban.com/subject/4767216/,2011-10-07(英国),"['罗温·艾金森', '吉莲·安德森', '多米尼克·威斯特', '裴淳华', '丹尼尔·卡卢亚']",http://www.imdb.com/title/tt1634122
Comedy Family,Mr. Bean's Holiday (2007) ,6.3,"95,035",2035,憨豆的黄金周,7.8,67758.0,https://movie.douban.com/subject/1829654/,2007-03-30(英国),"['2007-07-27(中国大陆)', '罗温·艾金森', '马克思·鲍德里', '艾玛·德考尼斯",http://www.imdb.com/title/tt0453451
Biography Drama Romance,Becoming Jane (2007) ,7.1,"49,661",2037,成为简·奥斯汀,8.2,142868.0,https://movie.douban.com/subject/1920805/,2007-03-09(英国),"['安妮·海瑟薇', '詹姆斯·麦卡沃伊', '朱丽·沃特斯', '詹姆斯·克伦威尔', '玛吉·史",http://www.imdb.com/title/tt0416508
Comedy Drama Fantasy,Being John Malkovich (1999) ,7.8,"267,329",2038,成为约翰·马尔科维奇,8.2,33900.0,https://movie.douban.com/subject/1292279/,1999-10-29 00:00:00,"['约翰·库萨克', '卡梅隆·迪亚茨', '约翰·马尔科维奇', '凯瑟琳·基纳', '威利·加森",http://www.imdb.com/title/tt0120601
Biography Drama History,Invictus (2009) ,7.4,"131,251",2039,成事在人,8.2,24034.0,https://movie.douban.com/subject/2136824/,2009-12-11(美国),"['摩根·弗里曼', '马特·达蒙', '托尼·戈罗奇', '玛格丽特·惠特利', '朱利安·刘易斯",http://www.imdb.com/title/tt1057500
Comedy Drama History,Sungkyunkwan Scandal             ,8.0,657,2040,成均馆绯闻,8.0,24187.0,https://movie.douban.com/subject/4812751/,2010-08-30(韩国),"['朴有天', '朴敏英', '刘亚仁', '宋仲基', '徐孝琳']",http://www.imdb.com/title/tt2745682
Drama,An Education (2009) ,7.3,"116,378",2041,成长教育,7.8,83461.0,https://movie.douban.com/subject/3011093/,2009-10-08(英国),"['凯瑞·穆里根', '彼得·萨斯加德', '阿尔弗雷德·莫里纳', '多米尼克·库珀', '裴淳华",http://www.imdb.com/title/tt1174732
Comedy Family,Growing Pains             ,6.6,"10,774",2042,成长的烦恼第一季,9.4,41627.0,https://movie.douban.com/subject/1417946/,1985-09-24(美国),"['Alan Thicke', 'Joanna Kerns', 'Kirk Cameron', '美",http://www.imdb.com/title/tt0088527
Drama,Wo 11 (2011) ,7.1,496,2043,我11,7.2,41116.0,https://movie.douban.com/subject/5044737/,2012-05-18(中国大陆),"['闫妮', '刘文卿', '莫诗旎', '王景春', '王紫逸']",http://www.imdb.com/title/tt2042432
Biography Drama Music,I'm Not There. (2007) ,7.0,"50,203",2044,我不在那儿,7.9,14597.0,https://movie.douban.com/subject/1793922/,2007-11-21(美国),"['凯特·布兰切特', '本·卫肖', '克里斯蒂安·贝尔', '理查·基尔', '希斯·莱杰']",http://www.imdb.com/title/tt0368794
Comedy Drama,Wo bu shi Pan Jin Lian (2016) ,7.0,"1,002",2045,我不是潘金莲,6.8,74981.0,https://movie.douban.com/subject/26630781/,2016-11-18(中国大陆),"['2016-09-08(多伦多电影节)', '范冰冰', '郭涛', '大鹏', '张嘉译']",http://www.imdb.com/title/tt5918090
Drama,Wo bu shi Wang Mao (2014) ,7.1,70,2046,我不是王毛,7.7,20111.0,https://movie.douban.com/subject/25757187/,2014-06(上海电影节),"['2016-03-11(中国大陆)', '王大治', '郭金杰', '葛晓凤', '苏丽']",http://www.imdb.com/title/tt5606614
Biography Drama,My Week with Marilyn (2011) ,7.0,"74,842",2047,我与梦露的一周,7.2,27837.0,https://movie.douban.com/subject/5151939/,2011-11-04(美国),"['米歇尔·威廉姆斯', '埃迪·雷德梅恩', '肯尼思·布拉纳', '艾玛·沃森', '多米尼克·",http://www.imdb.com/title/tt1655420
Comedy Romance,There's Something About Mary (1998) ,7.1,"257,681",2048,我为玛丽狂,6.9,15793.0,https://movie.douban.com/subject/1294165/,1998-07-15 00:00:00,"['卡梅隆·迪亚茨', '马特·狄龙', '本·斯蒂勒', '李·伊万斯', '克里斯·艾略特']",http://www.imdb.com/title/tt0129387
Animation Adventure Drama,Ano hi mita hana no namae o bokutachi wa mada shiranai.             ,8.4,"3,443",2049,我们仍未知道那天所看见的花的名字,8.7,51154.0,https://movie.douban.com/subject/5397537/,2011-04-14(日本),"['入野自由', '茅野爱衣', '户松遥', '樱井孝宏', '早见沙织']",http://www.imdb.com/title/tt1913273
Drama,Wo men lia (2005) ,7.3,346,2050,我们俩,8.6,66744.0,https://movie.douban.com/subject/1756073/,2005-10(东京电影节),"['2006-04-10(香港国际电影节)', '宫哲', '金雅琴', '罗忠学', '孙捷']",http://www.imdb.com/title/tt0757376
Drama,Lan (2009) ,7.2,129,2051,我们天上见,8.6,43288.0,https://movie.douban.com/subject/3732800/,2010-04-02 00:00:00,"['朱旭', '姚君', '朱一诺', '刘烨', '马思纯']",http://www.imdb.com/title/tt1515202
Comedy Drama Romance,Life as We Know It (2010) ,6.6,"102,378",2052,我们所知道的生活,7.1,19188.0,https://movie.douban.com/subject/2998439/,2010-10-08(美国),"['凯瑟琳·海格尔', '乔什·杜哈明', '克里斯蒂娜·亨德里克斯', '乔什·卢卡斯', 'Ha",http://www.imdb.com/title/tt1055292
Animation Drama Romance,Bokura ga ita             ,6.9,216,2054,我们的存在,8.4,10518.0,https://movie.douban.com/subject/2330092/,2006-07-04 00:00:00,"['佐佐木望', '矢崎広', '清水香里', '川久保洁', '中山惠里奈']",http://www.imdb.com/title/tt2147761
Drama,Bokura ga ita: Zenpen (2012) ,7.0,402,2055,我们的存在(上),7.4,16608.0,https://movie.douban.com/subject/6041817/,2012-03-17(日本),"['生田斗真', '吉高由里子', '高冈奏辅', '本仮屋唯佳', '麻生祐未']",http://www.imdb.com/title/tt1866931
Drama,Bokura ga ita: Kouhen (2012) ,7.3,288,2056,我们的存在(下),7.4,13175.0,https://movie.douban.com/subject/6425147/,2012-04-21(日本),"['生田斗真', '吉高由里子', '高冈奏辅', '本仮屋唯佳', '小松彩夏']",http://www.imdb.com/title/tt2002626
Drama Romance,Urideul-ui haengbok-han shigan (2006) ,7.6,953,2057,我们的幸福时光,8.1,18755.0,https://movie.douban.com/subject/1940094/,2006-09-14(韩国),"['李奈映', '姜栋元', '姜信日', '金真赫', '吴光禄']",http://www.imdb.com/title/tt0870967
Action Drama History,Generation War             ,8.5,"17,210",2058,我们的父辈,9.5,20476.0,https://movie.douban.com/subject/22623816/,2013-03-17 00:00:00,"['汤姆·希林', '沃尔克·布鲁赫', '卡塔琳娜·舒特勒', '路德维格.特内普特', '米里亚",http://www.imdb.com/title/tt1883092
Documentary,Born in China (2016) ,7.4,"1,071",2059,我们诞生在中国,8.0,38440.0,https://movie.douban.com/subject/26376454/,2016-08-12(中国大陆),"['2017-04-22(美国)', '周迅', '美国', '英国', '中国大陆']",http://www.imdb.com/title/tt4629266
Comedy Drama,This Is Us             ,8.9,"33,047",2060,我们这一天,9.5,15190.0,https://movie.douban.com/subject/26794215/,2016-09-20(美国),"['曼迪·摩尔', '米洛·文堤米利亚', '贾斯汀·哈特雷', '克丽丝·梅斯', '斯特林·K·",http://www.imdb.com/title/tt5555260
Drama,Wo jiao Liu Yue Jin (2008) ,6.2,125,2061,我叫刘跃进,6.4,17767.0,https://movie.douban.com/subject/2978951/,2008-01-18 00:00:00,"['李易祥', '刘信义', '刘桦', '秦海璐', '陈瑾']",http://www.imdb.com/title/tt1180323
Comedy Drama Romance,Nae ireumeun Kim Sam-soon             ,8.3,"1,132",2062,我叫金三顺,8.4,79214.0,https://movie.douban.com/subject/1477894/,2005-06-01(韩国),"['金宣儿', '玄彬', '郑丽媛', '丹尼尔·海尼', '金子玉']",http://www.imdb.com/title/tt0477524
Drama,Wo ke neng bu hui ai ni             ,8.3,168,2063,我可能不会爱你,8.9,120899.0,https://movie.douban.com/subject/6129693/,2011-09-18(台湾),"['2012-06-16(中国大陆)', '林依晨', '陈柏霖', '王阳明', '陈匡怡']",http://www.imdb.com/title/tt2473942
Action Romance Sci-Fi,Ngo wo geun see yau gor yue wui             ,8.0,46,2064,我和僵尸有个约会1,8.6,11233.0,https://movie.douban.com/subject/2119419/,1998-11-30 00:00:00,"['尹天照', '万绮雯', '杨恭如', '陈启泰', '杜汶泽']",http://www.imdb.com/title/tt0874636
Comedy Drama,Me and Earl and the Dying Girl (2015) ,7.8,"93,942",2065,我和厄尔以及将死的女孩,8.0,38097.0,https://movie.douban.com/subject/24325923/,2015-01-25(圣丹斯电影节),"['2015-06-12(美国)', '托马斯·曼', ' 奥利维亚·库克', 'RJ·赛勒', '",http://www.imdb.com/title/tt2582496
Horror Thriller,I Spit on Your Grave (1978) ,5.7,"21,402",2067,我唾弃你的坟墓,6.0,13115.0,https://movie.douban.com/subject/1299265/,1978-11-22(美国),"['Camille Keaton', 'Eron Tabor', 'Richard Pace', '",http://www.imdb.com/title/tt0077713
Animation Biography Drama,Persepolis (2007) ,8.1,"74,939",2068,我在伊朗长大,8.6,66168.0,https://movie.douban.com/subject/1962116/,2007-06-27(法国),"['基娅拉·马斯特洛亚尼', '凯瑟琳·德纳芙', '达尼尔·达黎欧', '西蒙·阿布卡瑞安', '",http://www.imdb.com/title/tt0808417
Drama Romance,Wo tsai Kenting* Tien chi ching             ,6.5,14,2069,我在垦丁天气晴,8.1,13980.0,https://movie.douban.com/subject/2357381/,2007-12-15(台湾),"['彭于晏', '张钧甯', '阮经天', '李康宜', '李绍祥']",http://www.imdb.com/title/tt2265416
,,,,2070,我在路上最爱你,3.4,10091.0,https://movie.douban.com/subject/6147308/,2014-03-28(中国大陆),"['黄圣依', '池珍熙', '车秀妍', '文章', '张少华']",http://www.imdb.com/title/tt4339118
Comedy Drama Romance,Nae anaeui modeun geot (2012) ,6.7,981,2071,我妻子的一切,7.3,23553.0,https://movie.douban.com/subject/6905169/,2012-05-17(韩国),"['林秀晶', '李善均', '柳承龙', '金智英', '金正泰']",http://www.imdb.com/title/tt2173264
Comedy Drama Family,We Bought a Zoo (2011) ,7.1,"117,758",2072,我家买了动物园,7.8,68634.0,https://movie.douban.com/subject/3578925/,2011-12-23(美国),"['马特·达蒙', '斯嘉丽·约翰逊', '托马斯·哈登·丘奇', '艾丽·范宁', '派屈克·福吉",http://www.imdb.com/title/tt1389137
Drama,Wagaya no rekishi             ,7.2,53,2073,我家的历史,8.8,13701.0,https://movie.douban.com/subject/4022142/,2010-04-09(日本),"['柴崎幸', '佐藤浩市', '松本润', '佐藤隆太', '堀北真希']",http://www.imdb.com/title/tt1577760
Comedy Family Horror,Ngo joh ngan gin do gwai (2002) ,6.8,835,2074,我左眼见到鬼,7.0,31189.0,https://movie.douban.com/subject/1299374/,2002-07-13 00:00:00,"['郑秀文', '刘青云', '应采儿', '李珊珊', '林雪']",http://www.imdb.com/title/tt0319901
Comedy Crime Drama,Wild at Heart (1990) ,7.2,"66,239",2075,我心狂野,7.4,16050.0,https://movie.douban.com/subject/1298974/,1990-08-17 00:00:00,"['尼古拉斯·凯奇', '劳拉·邓恩', '威廉·达福', 'J·E·弗里曼', 'Crispin ",http://www.imdb.com/title/tt0100935
Comedy Drama Romance,10 Things I Hate About You (1999) ,7.2,"240,673",2076,我恨你的十件事,7.7,24211.0,https://movie.douban.com/subject/1296359/,1999-03-31 00:00:00,"['朱丽娅·斯蒂尔斯', '希斯·莱杰', '约瑟夫·高登-莱维特', '拉丽莎·奥蕾尼克', '大",http://www.imdb.com/title/tt0147800
Drama Romance,Love Will Tear Us Apart (2013) ,5.9,70,2077,我想和你好好的,5.8,54704.0,https://movie.douban.com/subject/20444530/,2013-10-12(中国大陆),"['冯绍峰', '倪妮', '钮宝平', '周德华', '常小婧']",http://www.imdb.com/title/tt3310600
Comedy Romance,Wo Yuan Yi (2012) ,5.7,162,2079,我愿意,5.9,93549.0,https://movie.douban.com/subject/6782006/,2012-02-10(中国大陆),"['李冰冰', '孙红雷', '段奕宏', '薛佳凝', '张俪']",http://www.imdb.com/title/tt2249207
Comedy,Watashi ga ren'ai dekinai riyuu             ,5.9,79,2080,我无法恋爱的理由,7.8,28386.0,https://movie.douban.com/subject/6808702/,2011-10-17(日本),"['香里奈', '吉高由里子', '大岛优子', '田中圭', '仓科加奈']",http://www.imdb.com/title/tt2041264
Drama Horror Sci-Fi,I Am Legend (2007) ,7.2,"571,290",2081,我是传奇,7.8,171116.0,https://movie.douban.com/subject/1820156/,2007-12-14(美国),"['威尔·史密斯', '艾莉丝·布拉加', 'Charlie Tahan', '达什·米霍克', '",http://www.imdb.com/title/tt0480249
Comedy Drama,Baba (2000) ,7.0,108,2082,我是你爸爸,7.9,13498.0,https://movie.douban.com/subject/1397550/,2000-08-11(洛迦诺电影节),"['冯小刚', '胡小培', '徐帆', '刘蓓', '中国大陆']",http://www.imdb.com/title/tt0256630
Comedy Romance,Wo shi nv wang (2015) ,4.3,41,2083,我是女王,4.1,12884.0,https://movie.douban.com/subject/25780584/,2015-04-15(中国大陆),"['宋慧乔', '窦骁', '陈乔恩', '杨祐宁', '邬君梅']",http://www.imdb.com/title/tt4483422
Animation Adventure Comedy,Mahô no tenshi Kurîmî Mami             ,7.3,143,2084,我是小甜甜,8.0,10949.0,https://movie.douban.com/subject/2051725/,1983-07-01(日本),"['水岛裕子', '肝付兼太', '大町繁', '三田友子', '井上和彦']",http://www.imdb.com/title/tt0288987
Drama,I Am Sam (2001) ,7.6,"127,485",2085,我是山姆,8.8,88522.0,https://movie.douban.com/subject/1306861/,2001-12-03(美国),"['西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩']",http://www.imdb.com/title/tt0277027
Action Mystery Thriller,Confession of Murder (2012) ,7.1,"5,018",2086,我是杀人犯,7.4,19818.0,https://movie.douban.com/subject/6539385/,2012-11-08(韩国),"['郑在咏', '朴施厚', '曹恩智', '赵达焕', '闵智雅']",http://www.imdb.com/title/tt2468774
Action Crime Drama,Wo shi zheng ren (2015) ,5.9,335,2087,我是证人,6.1,65252.0,https://movie.douban.com/subject/26313973/,2015-10-30(中国大陆),"['杨幂', '鹿晗', '王景春', '朱亚文', '刘芮麟']",http://www.imdb.com/title/tt4979652
Action Adventure Comedy,Who Am I? (1998) ,6.8,"29,805",2088,我是谁,7.2,60736.0,https://movie.douban.com/subject/1300303/,1998-01-17(香港),"['成龙', '法拉美穗', '山本未来', 'Ron Smerczak', '艾德·尼尔森']",http://www.imdb.com/title/tt0127357
