imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
,,,18821,最后安居于何处老人漂流社会,(评价人数不足),,https://movie.douban.com/subject/25889666/,2013-01-20 00:00:00,"['日本', 'NHK Special', '49分钟', '最后安居于何处  老人漂流社会', '"
,,,18822,最后抉择,(评价人数不足),,https://movie.douban.com/subject/26605643/,2015-09-04(特柳莱德电影节),"['2016-6-3(美国)', 'Peter Agnefjall', 'Tasso Azevedo"
,,,18826,最后生还者,(尚未上映),,https://movie.douban.com/subject/25848328/,2018-12-31 00:00:00,"['麦茜·威廉姆斯', '美国', '山姆·雷米', '最后生还者', '冒险']"
,,,18850,最后的战斗,(评价人数不足),,https://movie.douban.com/subject/2045162/,2005-03-15 00:00:00,"['Tom Schilling', 'Anna Maria Mühe', 'Tim Bergmann"
,,,18852,最后的探险家,(评价人数不足),,https://movie.douban.com/subject/10488683/,2011-11-24 00:00:00,"['Neil Oliver', '英国', 'Phil Cairney', 'Colin Murra"
,,,18853,最后的摇篮曲,(评价人数不足),,https://movie.douban.com/subject/3059933/,2008-11-26 00:00:00,"['Tom Sizemore', 'Sasha Alexander', '美国', 'Jeffrey"
,,,18855,最后的旅程：星际旅行的伟大时刻,(评价人数不足),,https://movie.douban.com/subject/5130848/,Jason Alexander,"['Robert Beltran', 'Avery Brooks', 'LeVar Burton',"
,,,18864,最后的海洋,(评价人数不足),,https://movie.douban.com/subject/11577057/,2012-08-01 00:00:00,"['新西兰 New Zealand', 'Peter Young', '88分钟', '最后的海洋'"
,,,18877,最后的科学怪人,(评价人数不足),,https://movie.douban.com/subject/4862354/,Akira Emoto,"['日本', 'Takeshi Kawamura', '最后的科学怪人', '剧情', '恐怖']"
,842,7.5,18885,最后的话,(尚未上映),,https://movie.douban.com/subject/26638885/,2017-03-03(美国),"['阿曼达·塞弗里德', '托马斯·萨多斯基', '雪莉·麦克雷恩', '安·海切', '汤姆·艾弗"
,,,18892,最后的食谱麒麟之舌的记忆,(尚未上映),,https://movie.douban.com/subject/26837951/,2017-08(日本),"['二宫和也', '西岛秀俊', '宫崎葵', '绫野刚', '西畑大吾']"
,,,18899,最后边疆的船长们,(评价人数不足),,https://movie.douban.com/subject/6755363/,Kate Mulgrew,"['美国', 'Laura Marini', 'Jeffrey Rotter', '最后边疆的船长们"
,,,18900,最后通牒,(评价人数不足),,https://movie.douban.com/subject/3928247/,2009-09-30 00:00:00,"['Gaspard Ulliel', 'Jasmine Trinca', 'Michel Bouje"
,,,18924,最火搭档,(评价人数不足),,https://movie.douban.com/subject/5377140/,2010-08-04 00:00:00,"['陈莉萍', '瑞恩', '郑斌辉', '新加坡', '袁树伟']"
,,,18925,最火搭档2,(评价人数不足),,https://movie.douban.com/subject/10566581/,3月7号,"['陈莉萍', '瑞恩', '郑斌辉', '新加坡', '袁树伟']"
,,,18943,最美中国,(评价人数不足),,https://movie.douban.com/subject/26868586/,2016.09.01,"['中国大陆', '乔岩', '3-5分钟', '纪录片', '狄欣']"
,,,18973,月光下的凤尾竹,(目前无 ),,https://movie.douban.com/subject/3215576/,钟云鹏,"['陈羽婷', '马媛', '中国大陆', '王晖乐', '普通话/国语']"
,,,18985,月光照铁衣,(评价人数不足),,https://movie.douban.com/subject/1776017/,1957-03-04 00:00:00,"['Dirk Bogarde', '英国', 'Michael Powell, Emeric Pre"
,,,18986,月光爱人,(评价人数不足),,https://movie.douban.com/subject/26779488/,2016-04-26 00:00:00,"['俞瞳', '徐汶萱', '汤斯婷', '丁汇宇', '中国大陆']"
,,,19032,有多远走多远,(评价人数不足),,https://movie.douban.com/subject/26834070/,李大维,"['丁叮', '谭文颖', '中国大陆', '纪录片', '汉语普通话']"
,9370,5.4,19034,有完没完,(尚未上映),,https://movie.douban.com/subject/26828019/,2017-04-01(中国大陆),"['范伟', '贾静雯', '刘俊昊', '隋凯', '宋阳']"
,,,19046,有梦成真,(评价人数不足),,https://movie.douban.com/subject/3239639/,2009-04-24 00:00:00,"['Isaiah Zagar', 'Julia Zagar', 'Ezekiel Zagar', '"
,147,3.0,19056,有迹可循,(评价人数不足),,https://movie.douban.com/subject/26869265/,2016-12-23(中国大陆),"['张雅玫', '董博睿', '颜玮良', '王程', '崔靖']"
,1355,9.2,19063,有顶天家族续篇,(尚未上映),,https://movie.douban.com/subject/26876107/,2017-04-09 00:00:00,"['樱井孝宏', '诹访部顺一', '吉野裕行', '中原麻衣', '能登麻美子']"
,,,19072,朋友妻,(评价人数不足),,https://movie.douban.com/subject/3604809/,格兰特·威瑟斯,"['玛丽·阿斯特', 'Regis Toomey', '詹姆斯·卡格尼', '琼·布朗德尔', '美"
,,,19087,望日莲,(评价人数不足),,https://movie.douban.com/subject/4707222/,普超英 吴若甫 张志强 村里 陶玉玲,"['中国大陆', '韦林玉', '望日莲', '徐光耀', '普通话/国语']"
,29,7.8,19099,朝鲜战争：冰与火之歌,(评价人数不足),,https://movie.douban.com/subject/25880205/,雷蒙德·G.戴维斯,"['周恩来', '安德烈·葛罗米柯', '爱德华·赫曼', 'Bevin Alexander', '"
,,,19112,木乃伊公园,(评价人数不足),,https://movie.douban.com/subject/5231929/,意大利,"['Massimiliano Cerchi', 'Germany: 87 分钟', 'Sweden:"
,,,19113,木乃伊复活,(评价人数不足),,https://movie.douban.com/subject/25884509/,2014-3-1(美国),"['美国', '120分钟（美国）', '木乃伊复活', '恐怖', '英语']"
,,,19117,木乃伊：解开埃及最后的秘密第一季,(评价人数不足),,https://movie.douban.com/subject/6905189/,2011-10-24 00:00:00,"['英国', '木乃伊：解开埃及最后的秘密', '纪录片', '英语']"
,,,19122,木匠房,(评价人数不足),,https://movie.douban.com/subject/3659026/,美国,"['27min', '木匠房', '纪录片', '英语']"
,,,19142,未定名X战警电影项目,(尚未上映),,https://movie.douban.com/subject/26667010/,2018-07-13(美国),"['迈克尔·法斯宾德', '詹姆斯·麦卡沃伊', '美国', '未定名X战警电影项目', '动作']"
,,,19143,未定名宫崎骏动画电影,(尚未上映),,https://movie.douban.com/subject/26925611/,日本,"['宫崎骏', '动画', '宫崎骏 Hayao Miyazaki', '日语']"
,,,19144,未定名平常的心续集,(目前无 ),,https://movie.douban.com/subject/25978139/,美国,"['未定名平常的心续集', '剧情', '拉里·克莱默 Larry Kramer']"
,,,19145,未定名异形项目,(尚未上映),,https://movie.douban.com/subject/26331210/,西格妮·韦弗,"['美国', '南非', '加拿大', '尼尔·布洛姆坎普', '未定名异形项目']"
,,,19146,未定名达伦·阿伦诺夫斯基新片,(尚未上映),,https://movie.douban.com/subject/26648284/,詹妮弗·劳伦斯,"['哈维尔·巴登', '多姆纳尔·格里森', '米歇尔·菲佛', '艾德·哈里斯', '布莱恩·格里"
,,,19147,未定名韩·索罗星球大战外传电影,(尚未上映),,https://movie.douban.com/subject/25900947/,2018-05-25(美国),"['阿尔登·埃伦瑞奇', '唐纳德·格洛弗', '艾米莉亚·克拉克', '美国', '菲尔·罗德']"
,,,19150,未择之路,(尚未上映),,https://movie.douban.com/subject/26607969/,2017-02(中国大陆),"['王学兵', '马伊琍', '中国大陆', '唐高鹏', '犯罪']"
,,,19151,未来·土楼,(评价人数不足),,https://movie.douban.com/subject/26292247/,意大利,"['Anna Laura Govoni  & Cristina Peraino', '未来·土楼',"
,,,19160,未来战队,(评价人数不足),,https://movie.douban.com/subject/5141138/,美国,"['30分钟', '未来战队', '动作', '科幻', '犯罪']"
,,,19162,未来战队时间连者vsGoGoＶ,(评价人数不足),,https://movie.douban.com/subject/4070266/,2001-03-09 00:00:00,"['永井マサル', '勝村美香', '城戸裕次', '小泉朋英', '倉貫匡弘']"
,,,19173,未来访客第一季,(评价人数不足),,https://movie.douban.com/subject/21348077/,2009-04-07 00:00:00,"['Florent Dorin', 'Raphael Descraques', 'Slimane-B"
,,,19183,未知的美国历史：原子弹,(评价人数不足),,https://movie.douban.com/subject/24522058/,2012-11-26（美国）,"['奥利佛·斯通', '杰克·布莱辛', '吉姆·瓦德', '美国', '奥利佛·斯通']"
,,,19186,未老先衰夏令营,(评价人数不足),,https://movie.douban.com/subject/25843151/,2008-01-29(美国),"['斯科·博丹', '杰西·卡马乔', '美国', 'Jacob Medjuck', '88分钟']"
,,,19189,末世1宅男进化,(评价人数不足),,https://movie.douban.com/subject/26877489/,2016下半年,"['李恒建', '阳巧玥', '张璐瑶', '中国大陆', '乔戈里']"
,,,19190,末世仙踪,(评价人数不足),,https://movie.douban.com/subject/26667866/,2015-10-16 00:00:00,"['Casey Heflin', 'Glenn Payne', 'Dunlap Peeples IV"
,273,4.7,19195,末世肉体,(评价人数不足),,https://movie.douban.com/subject/26698862/,2016-05-16(戛纳影展),"['2016-07-22(加拿大奇幻影展)', '2016-10-06(德国)', '加维诺·罗德里"
,,,19204,末日之地,(目前无 ),,https://movie.douban.com/subject/6601309/,美国,"['Peter Maris', '末日之地', '动作', '科幻', 'Peter Maris']"
,,,19206,末日使者惩戒,(评价人数不足),,https://movie.douban.com/subject/26889605/,2016-10-14(中国大陆),"['趙杰', '王睿', '何冰', '中国大陆', '肖阳']"
,,,19253,朱利安国王万岁第一季,(评价人数不足),,https://movie.douban.com/subject/26286368/,2014-12-19(美国),"['茵地亚·德·比尤福特', '丹尼·雅各布斯', '凯文·迈克尔·理查德森', '安迪·里查克',"
,,,19254,朱力亚的故事,(评价人数不足),,https://movie.douban.com/subject/6724976/,2005-08-15 00:00:00,"['朱力亚', '中国大陆', '美国', 'www.campfilms.org', '杨紫烨']"
,319,8.8,19299,机动战士高达雷霆宙域第二季,(尚未上映),,https://movie.douban.com/subject/26919427/,中村悠一,"['木村良平', '日本', '松尾衡', '机动战士高达 雷霆宙域 第二季', '科幻']"
,,,19317,机器之血,(尚未上映),,https://movie.douban.com/subject/26729868/,2017-04(中国大陆),"['成龙', '罗志祥', '欧阳娜娜', '夏侯琪誉', '卡兰·马尔韦']"
,,,19318,机器人,(评价人数不足),,https://movie.douban.com/subject/3578672/,1982-10(美国),"['克劳斯·金斯基', 'Brie Howard', 'Norbert Weisser', '美国'"
,,,19328,机器人启示录,(尚未上映),,https://movie.douban.com/subject/4132356/,克里斯·海姆斯沃斯,"['本·卫肖', '安妮·海瑟薇', '美国', '史蒂文·斯皮尔伯格', '机器人启示录']"
,39,3.7,19334,机器人战警,(评价人数不足),,https://movie.douban.com/subject/25821501/,2014-02-04 00:00:00,"['迈克尔·加·怀特', '卡丹·哈迪森', '兰迪·韦恩', '美国', '马克·阿特金斯']"
,,,19361,机密档案实录火蝴蝶,(评价人数不足),,https://movie.douban.com/subject/4097213/,罗慧娟,"['苗侨伟', '林俊贤', '香港', '林辉煌', '动作']"
,30,9.0,19366,机械奇迹：发条装置的巅峰,(评价人数不足),,https://movie.douban.com/subject/24739394/,2013-06-03(英国),"['Simon Schaffer', '英国', 'Simon Schaffer', '机械奇迹：发"
,,,19374,机械怪兽,(评价人数不足),,https://movie.douban.com/subject/1297714/,1953-06-25 00:00:00,"['美国', '菲尔·塔克', '66 分钟', '机械怪兽', '科幻']"
,10957,8.3,19389,杀不死,(尚未上映),,https://movie.douban.com/subject/26772013/,2017(中国大陆),"['杨羽', '邵庄', '安宁', '王辰昊', '中国大陆']"
,,,19391,杀了我,(评价人数不足),,https://movie.douban.com/subject/26899321/,2016-10-26(中国大陆),"['林子闳', '孟耿如', '张诗盈', '夏靖庭 ', '唐振刚']"
,,,19399,杀人回忆,(评价人数不足),,https://movie.douban.com/subject/26798515/,陈勇,"['陶洋', '谭志玲', '谷丰', '中国大陆', '孙海龙']"
,,,19402,杀人教程,(评价人数不足),,https://movie.douban.com/subject/2256938/,米切尔·道恩 Michael Dorn,"['李香凝', '尼古拉斯·格斯特', '美国', 'James Glenn Dudelson', "
,,,19416,杀人频道,(评价人数不足),,https://movie.douban.com/subject/3048817/,2003-01-18 00:00:00,"['Adam Baldwin', 'Elizabeth Berkley', '美国', '加拿大',"
,,,19418,杀人魔画,(评价人数不足),,https://movie.douban.com/subject/26932879/,2016-12-21(中国大陆),"['姜潮', '谈莉娜', '王一', '舒耀瑄', '中国大陆']"
,,,19425,杀出重围：人类革命,(评价人数不足),,https://movie.douban.com/subject/10439816/,Moe Charif,"['日本', 'deusex.com', 'Moe Charif', '12分钟', '杀出重围：人"
,31,6.6,19438,杀戮机器人,(评价人数不足),,https://movie.douban.com/subject/26914284/,2012-08-30 00:00:00,"['Lance Reddick', 'Kenneth Choi', 'Eli Presser', '"
,,,19439,杀戮比率,(评价人数不足),,https://movie.douban.com/subject/26901212/,2016-12-09(美国),"['汤姆·霍珀', '艾米·胡伯曼', 'Nick Dunning', 'Lacy Moore', "
,,,19453,杀手之约,(评价人数不足),,https://movie.douban.com/subject/1296921/,1998-08-21 00:00:00,"['帕特里克·斯威兹', '肯·迈尔斯', 'Olivia Birkelund', '吉娅·卡迪斯'"
,,,19454,杀手乌鸦,(尚未上映),,https://movie.douban.com/subject/20491491/,美国,"['昆汀·塔伦蒂诺', '杀手乌鸦', '剧情', '昆汀·塔伦蒂诺 Quentin Taranti"
,,,19477,杀手的肖像2,(评价人数不足),,https://movie.douban.com/subject/1308291/,1998-06-18 00:00:00,"['美国', '查克 帕莱罗 (Chuck Parello)', '84 分钟', '杀手的肖像2'"
,,,19500,杀破狼3,(尚未上映),,https://movie.douban.com/subject/26425078/,中国大陆,"['郑保瑞', '杀破狼3', '剧情']"
,17148,9.8,19507,权力的游戏第七季,(尚未上映),,https://movie.douban.com/subject/26235354/,2017-06-25(美国),"['苏菲·特纳', '麦茜·威廉姆斯', '伊萨克·亨普斯特德-怀特', '艾米莉亚·克拉克', '"
,,,19511,权力的游戏第八季,(尚未上映),,https://movie.douban.com/subject/26584183/,2018-04(美国),"['美国', '权力的游戏', '权力的游戏', '剧情', '奇幻']"
,,,19524,李娜,(尚未上映),,https://movie.douban.com/subject/26184561/,中国大陆,"['陈可辛', '李娜', '传记', '运动', '张冀 Ji Zhang']"
,,,19548,村戏,(评价人数不足),,https://movie.douban.com/subject/26738204/,李志兵,"['梁春柱', '王春明', '吕爱华', '张慧娟', '张亚豪']"
,,,19566,来得及说再见,(评价人数不足),,https://movie.douban.com/subject/26586723/,2015-09-11 00:00:00,"['曾有财', '徐静娴', '李怀之', '管文英', '廖盛铭']"
,272,5.4,19567,来找我,(评价人数不足),,https://movie.douban.com/subject/26474033/,2016-11-11 (美国),"['Aaron Paul', '美国', 'Zack Whedon', '1小时52分钟', '来找"
,,,19569,来生缘,(评价人数不足),,https://movie.douban.com/subject/3163408/,1948-07-01 00:00:00,"['Margaret Sullavan', 'James Stewart', 'Ray Millan"
,41,5.8,19579,来自深河的男人,(评价人数不足),,https://movie.douban.com/subject/2213610/,1972-08-08 00:00:00,"['Ivan Rassimov', 'Me Me Lai', 'Pratitsak Singhara"
,,,19587,来贼不善,(评价人数不足),,https://movie.douban.com/subject/26712220/,亦瑶,"['吴欣朋', '中国大陆', '吴斌然', '喜剧', '孙才杰']"
,,,19589,杨,(评价人数不足),,https://movie.douban.com/subject/25961549/,中国大陆,"['林加欣', '69分钟', '纪录片']"
,,,19620,杰克伦敦,(评价人数不足),,https://movie.douban.com/subject/5069193/,美国,"['Alfred Santell', 'USA: 94 分钟', 'Canada: 94 分钟', "
,30,8.3,19627,杰克逊·波洛克：在长岛的爱与死,(评价人数不足),,https://movie.douban.com/subject/3123569/,Jackson Pollock,"['Lee Krasner', 'Ruth Kligman', '英国', 'Teresa Grif"
,,,19629,杰夫·哈迪我的人生与法则,(评价人数不足),,https://movie.douban.com/subject/4199598/,Jeff Hardy,"['Michael Alfonso', 'Shelton Benjamin', '美国', 'Kev"
,40,7.5,19637,杰罗尼莫-印第安之鹰,(评价人数不足),,https://movie.douban.com/subject/1292787/,1993-12-10 00:00:00,"['Wes Studi', 'Matt Damon', 'Jason Patric', '美国', "
,,,19644,杰西卡·琼斯第二季,(尚未上映),,https://movie.douban.com/subject/26710532/,克里斯滕·里特,"['美国', '杰西卡·琼斯', '杰西卡·琼斯', '剧情', '动作']"
,,,19645,東京魔悲夜,(评价人数不足),,https://movie.douban.com/subject/2063070/,竹内力,"['今井雅之', '安原麗子', '大杉漣', '瀬川修', '日本']"
,,,19646,東京魔悲夜2,(评价人数不足),,https://movie.douban.com/subject/2063078/,竹内力,"['今井雅之', '安原丽子', '日本', '白井政一', '动作']"
,,,19650,松树街的那幢房子,(评价人数不足),,https://movie.douban.com/subject/26434687/,2015-02-28 00:00:00,"['Emily Goss', 'Taylor Bottles', '美国', 'Aaron Keel"
,,,19662,极品健身邦,(评价人数不足),,https://movie.douban.com/subject/26937548/,2016-12-21 00:00:00,"['李景涛', '阴珉', '付一桐', '廖语辰', '杨梓艺']"
,,,19680,极品飞车2,(尚未上映),,https://movie.douban.com/subject/26362892/,美国,"['中国大陆', '极品飞车2', '动作']"
,,,19681,极地,(尚未上映),,https://movie.douban.com/subject/26897009/,中国大陆,"['曾海若', '纪录片', '汉语普通话', '藏语']"
,,,19689,极客出发,(评价人数不足),,https://movie.douban.com/subject/26928227/,2016-12-04(中国大陆),"['撒贝宁', '高博', '胡海泉', '蒋昌建', '余荟']"
,113,8.4,19690,极寒之城,(尚未上映),,https://movie.douban.com/subject/26386034/,2017-07-28(美国),"['查理兹·塞隆', '詹姆斯·麦卡沃伊', '约翰·古德曼', '索菲亚·波多拉', '托比·琼斯"
,,,19691,极度下潜,(评价人数不足),,https://movie.douban.com/subject/3536833/,2001-08-31 00:00:00,"['Pipin Ferreras', 'Umberto Pelizzari', '德国', 'Bob"
,,,19702,极恶非道3,(尚未上映),,https://movie.douban.com/subject/26862893/,北野武,"['西田敏行', '盐见三省', '名高達男', '光石研', '中村育二']"
,,,19703,极智追击：龙凤劫,(尚未上映),,https://movie.douban.com/subject/26426099/,奥兰多·布鲁姆,"['任达华', '昆凌', '熊黛林', '吴磊', '梁静']"
,,,19707,极端天气,(评价人数不足),,https://movie.douban.com/subject/26923029/,2016-09-08 00:00:00,"['迈克尔·C·豪尔', '美国', 'Sean Casey', '45分钟', '极端天气']"
,,,19708,极端瘟疫,(评价人数不足),,https://movie.douban.com/subject/2265794/,德国,"['Andreas Schnaas', '极端瘟疫', '恐怖', '德语']"
,,,19709,极端铁路第一季,(评价人数不足),,https://movie.douban.com/subject/25741307/,2012-12,"['Chris Tarrant', '英国', 'Chris Tarrant', '极端铁路', '"
,,,19713,极速世界之战车,(评价人数不足),,https://movie.douban.com/subject/25931975/,2015-03-16 00:00:00,"['陈希郡', '刘洲成', '李明霖', '李宏毅', '辉灿']"
,47,8.7,19721,极速猎杀,(评价人数不足),,https://movie.douban.com/subject/26860883/,南非,"['Official site', 'Richard Slater-Jones', '46分钟', "
,,,19727,极道之妻2,(评价人数不足),,https://movie.douban.com/subject/1966053/,1987-10-10(日本),"['十朱幸代', 'かたせ梨乃', '竹内力', '日本', '土橋亨']"
,10610,8.8,19740,极限挑战第三季,(尚未上映),,https://movie.douban.com/subject/26830087/,黄渤,"['孙红雷', '黄磊', '罗志祥', '王迅', '张艺兴']"
,68886,5.7,19745,极限特工：终极回归,(尚未上映),,https://movie.douban.com/subject/3230115/,2017-01-20(美国),"['2017-02(中国大陆)', '范·迪塞尔', '鲁比·罗丝', '塞缪尔·杰克逊', '妮娜"
,,,19749,极限黑暗,(评价人数不足),,https://movie.douban.com/subject/26920271/,中国大陆,"['黄鹤', '刘子楠', '39分钟', '极限黑暗', '汉语普通话']"
,,,19767,林徽因,(评价人数不足),,https://movie.douban.com/subject/20513079/,2016-10-01 00:00:00,"['桂纶镁', '梁朝伟', '中国大陆', '张艾嘉', '120分钟（暂定）']"
,45,6.4,19777,果宝特攻3,(评价人数不足),,https://movie.douban.com/subject/25857295/,祖晴,"['陆双', '邓红', '王巍', '李团', '中国大陆']"
,,,19791,枪炮腰花,(尚未上映),,https://movie.douban.com/subject/26818313/,2017-07,"['王千源', '黄景瑜', '陈意涵', '张亮', '张蓝心']"
,,,19796,枫林渡,(评价人数不足),,https://movie.douban.com/subject/10441188/,1969-12-25 00:00:00,"['陈曼玲', '张冲', '秦祥林', '鹿瑜', '謝榮']"
,,,19800,柏京的白人,(评价人数不足),,https://movie.douban.com/subject/4995645/,英国,"['Marc Isaacs', '73分钟', '柏京的白人', '纪录片', '英语']"
,58,4.2,19802,柏拉图之恋,(评价人数不足),,https://movie.douban.com/subject/26772017/,2016-04-20 00:00:00,"['杨润坤', '张红蕾', '中国大陆', '海歌', '99分钟']"
,,,19811,柏林的欢跃,(评价人数不足),,https://movie.douban.com/subject/5144922/,巴西,"['Cláudio Cunha', '柏林的欢跃', '喜剧', 'Cláudio Cunha', "
,,,19844,查尔斯·狄更斯的英国,(评价人数不足),,https://movie.douban.com/subject/3402141/,2009-07-24 00:00:00,"['Derek Jacobi', '英国', 'Julian Richards', 'UK: 120"
,,,19887,树杀,(评价人数不足),,https://movie.douban.com/subject/24754300/,丁志城,"['张一山', '刘桦', '林鹏', '赵骏', '高曙光']"
,,,19889,树海捉迷藏,(评价人数不足),,https://movie.douban.com/subject/26366471/,2013-02-08 00:00:00,"['緒沢あかり', '日本', '森島大輔', '70 分', '树海捉迷藏']"
,,,19897,校园搞怪王,(评价人数不足),,https://movie.douban.com/subject/20392604/,法国,"['Chloe Miller', '7 min 30 sec', '校园搞怪王', '动画', '短"
,,,19912,校禁,(评价人数不足),,https://movie.douban.com/subject/26310083/,จินตนา อารมณ์เย็น,"['บุษราคัม อภิธนารักษ์', 'ประกาศิต โบสุวรรณ', '泰国'"
,,,19914,校花日记之女神经常来,(评价人数不足),,https://movie.douban.com/subject/26891002/,邹建文,"['许雯', '中国大陆', '王文超', '77分钟']"
,57,5.3,19917,校花的贴身高手4,(评价人数不足),,https://movie.douban.com/subject/26873561/,2016-09-11(中国大陆),"['李宗霖', '黄一琳', '陈雅丽', '王姿允', '黄心娣']"
,,,19923,核战威胁,(评价人数不足),,https://movie.douban.com/subject/4895073/,美国,"['Gary Parker', '核战威胁', '英语']"
,,,19925,核能大灾变,(评价人数不足),,https://movie.douban.com/subject/1297204/,1993-12-29 00:00:00,"['意大利', '加拿大', 'Fabrizio Laurenti', ""Joe D'Amato"","
,,,19926,核能恶警,(评价人数不足),,https://movie.douban.com/subject/3286041/,1993-10-05 00:00:00,"['David Bradley', 'John Rhys-Davies', 'Todd Jensen"
,,,19927,核能恶警3,(评价人数不足),,https://movie.douban.com/subject/1294795/,1996-04-16 00:00:00,"['美国', 'Yossi Wein', '核能恶警3', '动作', '科幻']"
,,,19928,核能战警2,(评价人数不足),,https://movie.douban.com/subject/4177824/,David Bradley,"['美国', 'Sam Firstenberg', 'UK: 93 分钟', 'USA: 97 分钟"
,34,6.6,19935,格拉夫斯,(评价人数不足),,https://movie.douban.com/subject/26617535/,2016-10-16(美国),"['尼克·诺特', '海伦娜·约克', '斯盖拉·阿斯丁', '考莉·赫尔南德斯', '埃涅·赫德森"
,,,19944,格杀令,(评价人数不足),,https://movie.douban.com/subject/3861850/,大岛由加利,"['郭秀云', '高飞', '基宝洛莫利', '冯伟伦', '香港']"
,1304,8.1,19952,格林第六季,(尚未上映),,https://movie.douban.com/subject/26766166/,2017-01-06(美国),"['大卫·君图力', '比茜·图诺克', '塞拉斯·威尔·米切尔', '萨沙·罗伊茨', '雷吉·李"
,41,8.2,19962,格里森,(评价人数不足),,https://movie.douban.com/subject/26677776/,2016-07-29(美国),"['Steve Gleason', 'Mike Gleason', 'Scott Fujita', "
,161,7.4,19963,格里罗侯爵,(评价人数不足),,https://movie.douban.com/subject/1296385/,1981-12-22 00:00:00,"['阿尔伯托·索迪', 'Caroline Berg', 'Andrea Bevilacqua', "
,105,7.4,19965,格陵兰之旅,(评价人数不足),,https://movie.douban.com/subject/26616707/,2016-05-15(戛纳电影节),"['2016-11-30(法国)', 'Thomas Blanchard', 'François C"
,,,19970,桃中轩云右卫门,(评价人数不足),,https://movie.douban.com/subject/4070821/,1936-04-29 00:00:00,"['月形龙之介', '细川千贺子', '千叶早智子', '藤原釜足', '伊东薫']"
,86,6.7,20035,梅莉和魔女的花,(尚未上映),,https://movie.douban.com/subject/26935777/,2017-07(日本),"['日本', 'maryflower.jp', '米林宏昌', '梅莉和魔女的花', '动画']"
,32,8.8,20038,梅西，最伟大的球员,(评价人数不足),,https://movie.douban.com/subject/10566656/,Lionel Messi,"['英国', '46分钟', '梅西，最伟大的球员', '纪录片', '运动']"
,37,8.8,20048,梦之队,(评价人数不足),,https://movie.douban.com/subject/26667864/,2012-06-13(美国),"['查尔斯·巴克利', '拉里·伯德', '迈克尔·乔丹', '魔术师约翰逊', '克莱德·德雷克斯"
,839,5.4,20053,梦寐之子,(评价人数不足),,https://movie.douban.com/subject/25860876/,2015-04-30(迈阿密同志电影节),"['Graeme Squires', 'Nicholas Gunn', 'Jessikah Brow"
,,,20057,梦幻天体,(评价人数不足),,https://movie.douban.com/subject/3262804/,1944-04(美国),"['威廉·鲍威尔', '海蒂·拉玛', 'James Craig', '美国', '亚历山大·赫尔'"
,,,20064,梦幻西游之天命之战,(评价人数不足),,https://movie.douban.com/subject/26899040/,2016-09,"['申克', '廖春玉', '赵然', '高全胜', '陈龙光']"
,,,20070,梦想创未来第一季,(评价人数不足),,https://movie.douban.com/subject/26920977/,法国,"['梦想创未来', '纪录片', '英语']"
,,,20074,梦想在线,(评价人数不足),,https://movie.douban.com/subject/5179500/,匈牙利,"['Gábor Forgács', '梦想在线', 'Gábor Forgács', '匈牙利语']"
,,,20091,梦游外星,(评价人数不足),,https://movie.douban.com/subject/5231879/,Ján Krízik,"['Patrik Síma', 'Boris Trstan', 'Czechoslovakia', "
,,,20092,梦游快递,(评价人数不足),,https://movie.douban.com/subject/19973063/,英国,"['David Anderson', '14分钟', '梦游快递', '动画', '短片']"
,,,20095,梦的家园,(评价人数不足),,https://movie.douban.com/subject/26815057/,2013-08-06 00:00:00,"['万籁鸣', '严定宪', '浦家祥', '任志宏', '陆青']"
,,,20101,梦见,(评价人数不足),,https://movie.douban.com/subject/25747045/,2013-11-15(台湾),"['台湾', 'www.mida.com.tw/', '肯特', '梦见', '动画']"
,,,20105,梦魇城堡,(评价人数不足),,https://movie.douban.com/subject/1526711/,1965-07-16 00:00:00,"['芭芭拉·斯蒂尔', '保罗·穆勒', '赫尔佳·丽列', 'Marino Masé', 'Giu"
,,,20108,梦魇行者,(评价人数不足),,https://movie.douban.com/subject/26935263/,2016-12-21(中国大陆),"['邵芸', '张刚', '魏小欢', '王小山', '中国大陆']"
,,,20159,植物大战僵尸,(评价人数不足),,https://movie.douban.com/subject/26819002/,中国大陆,"['动画', '汉语普通话']"
,,,20175,極道の２号たち３,(评价人数不足),,https://movie.douban.com/subject/26781696/,1997-12-21 00:00:00,"['藤森夕子', '白石ひとみ', 'あいだもも', '阿修羅原', '武井正智']"
,,,20183,模仿犯,(评价人数不足),,https://movie.douban.com/subject/26923123/,2016-11-21 00:00:00,"['肖瑶', '田风', '洪晓鸥', '中国大陆', '任开济']"
,,,20188,模范生,(目前无 ),,https://movie.douban.com/subject/26703783/,2016-06-23(韩国),"['韩国', '卢弘湜', '模范生', '惊悚', '韩语']"
,44,8.5,20197,横滨购物纪行2,(评价人数不足),,https://movie.douban.com/subject/26102342/,1998-12-02(日本),"['椎名碧流', 'Akio Suyama', '寺岛干夫', 'Ikuko Sugita', '日"
,39,7.9,20198,横滨购物纪行QuietCountryCafe#1,(评价人数不足),,https://movie.douban.com/subject/26102341/,2002-12-18(日本),"['椎名碧流', 'Akiko Nakagawa', '饭塚昭三', '丰永利行', '长泽美树']"
,,,20229,樹の海,(评价人数不足),,https://movie.douban.com/subject/1916920/,2005-05-28 00:00:00,"['萩原圣人', '井川遥', '池内博之', '津田宽治', '日本']"
